id,text,class,ProcessedText,ProcessedText_length
3186,just found out that the new Haggens grocery store in my area laid off an employee of 12 years due to his mental handicap and I am sick.,0,just found out that the new haggens grocery store in my area laid off an employee of 12 years due to his mental handicap and i am sick.,28
5818,salary or equity? this website wants to help you understand #startup job offers https://t.co/GMPfddLtrp,0,salary or equity? this website wants to help you understand #startup job offers https://t.co/gmpfddltrp,14
2148,Searching for #work in Metuchen NJ? Send your #resume to Franco Manufacturing Co. Inc.. http://t.co/8XbC1bsFqC #gethired,1,searching for #work in metuchen nj? send your #resume to franco manufacturing co. inc.. http://t.co/8xbc1bsfqc #gethired,16
1585,Looking for a job a new career or more job satisfaction? 51 #Career &amp; #Job Affirmations. https://t.co/8hR97kCZPj#hr,1,looking for a job a new career or more job satisfaction? 51 #career &amp; #job affirmations. https://t.co/8hr97kczpj#hr,17
6446,Looking for something to do in todays Real Estate Market? Ask me about the Eddie Nivens story. He started from scratch after being laid off,0,looking for something to do in todays real estate market? ask me about the eddie nivens story. he started from scratch after being laid off,25
411,#Job #PaloAlto Hardware Development Engineer II - REQ260: Cupertino Multiple positions available company: a2z ... http://t.co/Y2o5xobBr0,1,#job #paloalto hardware development engineer ii - req260: cupertino multiple positions available company: a2z ... http://t.co/y2o5xobbr0,16
8499,Ive put in 3 job applications today what are the odds I dont get hired now,0,ive put in 3 job applications today what are the odds i dont get hired now,16
6053,@Softykjr I thought Wedge was going to get these guys fired up but I think he realizes they have no offensive talent at all.,0,@softykjr i thought wedge was going to get these guys fired up but i think he realizes they have no offensive talent at all.,24
4040,Searching for #work in Iowa City IA? Send your #resume to Department of Veterans Affairs. http://t.co/za2MoXL6sa #gethired,1,searching for #work in iowa city ia? send your #resume to department of veterans affairs. http://t.co/za2moxl6sa #gethired,17
3465,Fired for drinking water? Or for asking not to lift heavy boxes? Visit  https://t.co/NgzCdL2vQg for resources #PregnantAtWork,0,fired for drinking water? or for asking not to lift heavy boxes? visit  https://t.co/ngzcdl2vqg for resources #pregnantatwork,18
6225,IBM posted a job you might be interested in. Business Analyst - Shanghai City China CN... http://t.co/o6RaS5paFY http://t.co/Pk22NiRRUF,1,ibm posted a job you might be interested in. business analyst - shanghai city china cn... http://t.co/o6ras5pafy http://t.co/pk22nirruf,18
9506,RT @mollytarlov: Do you get unemployment if you get laid off from twerk?,0,rt @mollytarlov: do you get unemployment if you get laid off from twerk?,13
307,I have been uber productive today like I got so much done Im so proud of myself like wow good job me.,0,i have been uber productive today like i got so much done im so proud of myself like wow good job me.,22
6449,Laid off? Thinking of starting a business? Heres what to consider: https://t.co/GQCUWaf8ko,0,laid off? thinking of starting a business? heres what to consider: https://t.co/gqcuwaf8ko,12
8713,Looking for a new job? Why not work for yourself? Try our free 7 day course &gt;&gt;&gt; http://t.co/Y5Fmow3hoY  #jobsearch #jobs #changeyourlife,0,looking for a new job? why not work for yourself? try our free 7 day course &gt;&gt;&gt; http://t.co/y5fmow3hoy  #jobsearch #jobs #changeyourlife,22
313,Today I lost Pozy in downtown honolulu and neither of us had cell phones. Lets just say it was a mess.,0,today i lost pozy in downtown honolulu and neither of us had cell phones. lets just say it was a mess.,21
1220,Great Place to Work Institute posted a job you might be interested in. Temporary Financial Controller  - San Franc… http://t.co/YTb5NWVa4p,1,great place to work institute posted a job you might be interested in. temporary financial controller  - san franc… http://t.co/ytb5nwva4p,21
8607,Unemployed and need a job?  https://t.co/MVjCqw1zpz https://t.co/nyo2fQWeI5,1,unemployed and need a job?  https://t.co/mvjcqw1zpz https://t.co/nyo2fqwei5,8
116,I quit and got hired in then same day because i sold another car ya boi is on fire lmao,0,i quit and got hired in then same day because i sold another car ya boi is on fire lmao,20
1418,Need to Make a Career Move?  Need a New Job?  Unemployed? @leezabyers Can Help: http://t.co/qWP6WC1jfq,1,need to make a career move?  need a new job?  unemployed? @leezabyers can help: http://t.co/qwp6wc1jfq,17
3249,I dont know if my manager is kiddin or not but if she really just got fired I will look for a new job ASAP. No. No. No. NOPE.,0,i dont know if my manager is kiddin or not but if she really just got fired i will look for a new job asap. no. no. no. nope.,29
2692,#CareerArc #internship #Job alert: Marketing/Sales Internship Position | Move. | #Savannah GA http://t.co/PWk8mAXtT8 #Jobs #Hiring,1,#careerarc #internship #job alert: marketing/sales internship position | move. | #savannah ga http://t.co/pwk8maxtt8 #jobs #hiring,15
3720,Looking for a freelance position? - Check out #jobsboard with 50822+ jobs includings freelance work - http://t.co/bUfvdLRs9v,1,looking for a freelance position? - check out #jobsboard with 50822+ jobs includings freelance work - http://t.co/bufvdlrs9v,17
6524,On Feb 28th on stk twits I put on SLW short position called 27.  am not taking any off.  My new tgt is 24,0,on feb 28th on stk twits i put on slw short position called 27.  am not taking any off.  my new tgt is 24,26
6863,Here is a sure fired way to improve connections and build business opportunities through LinkedIn. https://t.co/8kmrMqz3Jj,0,here is a sure fired way to improve connections and build business opportunities through linkedin. https://t.co/8kmrmqz3jj,16
989,We can help you get that Direct-Hire opportunity..See How! http://t.co/zOkpkQfBMo #services #GetHired #HireMe,1,we can help you get that direct-hire opportunity..see how! http://t.co/zokpkqfbmo #services #gethired #hireme,13
2584,Looking for a new career in the new year? Join our team! Santa Fe County is hiring for a variety of positions.... https://t.co/WUhekR88xM,1,looking for a new career in the new year? join our team! santa fe county is hiring for a variety of positions.... https://t.co/wuhekr88xm,23
1940,My new job does random drug tests but at my old one I smoked with my manager and gave him pills?? What??,0,my new job does random drug tests but at my old one i smoked with my manager and gave him pills?? what??,22
4608,I quit my job today. Stood on top of my desk told my boss I QUIT. Im go be a famous rap star and look out for my mixtape. Shiddd I wish,0,i quit my job today. stood on top of my desk told my boss i quit. im go be a famous rap star and look out for my mixtape. shiddd i wish,32
8774,Looking for a new career? The CHPs goal is to hire 600 cadets per year. #PatchCalifornia http://t.co/NRViDdtszO,1,looking for a new career? the chps goal is to hire 600 cadets per year. #patchcalifornia http://t.co/nrviddtszo,17
4210,MInor Issue my wife has fired me as her mechanic says I need to take it to the shop from now on. https://t.co/yq0Bw7zrWy,0,minor issue my wife has fired me as her mechanic says i need to take it to the shop from now on. https://t.co/yq0bw7zrwy,23
9074,I am currently hiring work at home customer service agents working for companies like Comcast Disney Road Side... http://t.co/bi7bx4bL7B,1,i am currently hiring work at home customer service agents working for companies like comcast disney road side... http://t.co/bi7bx4bl7b,19
1598,Looking for an exciting new #job? Opportunities include a Principal Systems Analyst position in #Norfolk VA. #... https://t.co/C3fh4PyLbw,1,looking for an exciting new #job? opportunities include a principal systems analyst position in #norfolk va. #... https://t.co/c3fh4pylbw,18
2037,Looking for a #NewJob? #CareerCast has all your #Job and #Career needs at your fingertips. https://t.co/zqpYVpjdjv #CareerAdvice #GetHired,1,looking for a #newjob? #careercast has all your #job and #career needs at your fingertips. https://t.co/zqpyvpjdjv #careeradvice #gethired,18
4112,I just quit my job cause I got hired some where else &amp; I start today YES GAWD!,0,i just quit my job cause i got hired some where else &amp; i start today yes gawd!,18
4906,Go to school or work at UCSD? The campus (and medical center complex) is now completely smoke-free. http://t.co/CmgoAGM26c,0,go to school or work at ucsd? the campus (and medical center complex) is now completely smoke-free. http://t.co/cmgoagm26c,18
2725,#Job #FortWorth (USA-TX-FORT WORTH) Shift Supervisor (US): Job Summary and MissionThis position contributes... https://t.co/TpYKaIaQJf,1,#job #fortworth (usa-tx-fort worth) shift supervisor (us): job summary and missionthis position contributes... https://t.co/tpykaiaqjf,14
3086,today i quit my job. then i told my boss to go fuck himself and blackmailed him for almost $60000. can you pass the asparagus?,0,today i quit my job. then i told my boss to go fuck himself and blackmailed him for almost $60000. can you pass the asparagus?,25
3184,Being laid off has brought more blessings than I can count but this job search is close to breaking me. Rise and grind!,0,being laid off has brought more blessings than i can count but this job search is close to breaking me. rise and grind!,23
6286,Tesla Motors posted a job you might be interested in. Tool and Die Supervisor - San Francisco Bay Area US via ... https://t.co/Y4wskvfUOJ*,1,tesla motors posted a job you might be interested in. tool and die supervisor - san francisco bay area us via ... https://t.co/y4wskvfuoj*,23
656,Here is where Goodell gets $175 Million if fired.... https://t.co/SCmu5aHiav,0,here is where goodell gets $175 million if fired.... https://t.co/scmu5ahiav,10
1596,Looking for a job? Energy Engineer/Resource Efficiency Manager 4(13005096) at Northrop Grumman (SD) http://t.co/hQryVU5l8p #green #jobs,1,looking for a job? energy engineer/resource efficiency manager 4(13005096) at northrop grumman (sd) http://t.co/hqryvu5l8p #green #jobs,16
5873,Looking for a job in #Mesquite #TX? Retail Sales Teammate https://t.co/NhlZVQJoT6 #jobs #hiring,1,looking for a job in #mesquite #tx? retail sales teammate https://t.co/nhlzvqjot6 #jobs #hiring,13
2126,Searching for #work in Orange CA? Send your #resume to Focus Employment Inc.. http://t.co/mn74fbwQ0F #gethired,1,searching for #work in orange ca? send your #resume to focus employment inc.. http://t.co/mn74fbwq0f #gethired,15
9374,Looking for a new #job? Check out @SimplyHired mobile app and do your #jobsearch on the go! https://t.co/7EoLhRyvmm,1,looking for a new #job? check out @simplyhired mobile app and do your #jobsearch on the go! https://t.co/7eolhryvmm,18
8345,Last week this time I was down and out #jobless ... In the matter of days I was hired on the spot at one job,0,last week this time i was down and out #jobless ... in the matter of days i was hired on the spot at one job,25
5877,You might not want to quit your day job. Being a PI is not up your alley.  https://t.co/2x7yvphFGd,0,you might not want to quit your day job. being a pi is not up your alley.  https://t.co/2x7yvphfgd,19
9019,I just quit one of my part time jobs to make time for myself. Naturally 8 more positions are available and are interested,1,i just quit one of my part time jobs to make time for myself. naturally 8 more positions are available and are interested,23
9541,Anyone looking for a receptionist position? My job is hiring (riverhead Toyota) no experience required. Must have a flexible schedule,1,anyone looking for a receptionist position? my job is hiring (riverhead toyota) no experience required. must have a flexible schedule,20
2038,Looking for a #NewJob? #CareerCast has all your #Job and #Career needs at your fingertips. https://t.co/hDSOfJ6PNI #CareerAdvice #GetHired,1,looking for a #newjob? #careercast has all your #job and #career needs at your fingertips. https://t.co/hdsofj6pni #careeradvice #gethired,18
2252,Looking for office #job #training? @UnitedSouthEnd offers a program that prepares under - and unemployed workers for administrative employment with career potential.  Learn more on their website! https://t.co/cjUz8kn8eG https://t.co/vAcev5fc9n,1,looking for office #job #training? @unitedsouthend offers a program that prepares under - and unemployed workers for administrative employment with career potential.  learn more on their website! https://t.co/cjuz8kn8eg https://t.co/vacev5fc9n,30
5945,John Cena fired earlier tonight on Thrusday Night SmackDown.: http://t.co/zW0n7q9Dt5 via @YouTube,0,john cena fired earlier tonight on thrusday night smackdown.: http://t.co/zw0n7q9dt5 via @youtube,12
4256,I am seeing tweets from gamers saying they wont purchase Destiny now that Bungie fired Marty.,0,i am seeing tweets from gamers saying they wont purchase destiny now that bungie fired marty.,16
4445,Anyone looking for a full time or part time job?!??,1,anyone looking for a full time or part time job?!??,10
521,Im actually glad I got fired from my old job because Im learning way more from my new job than I ever did from my old one.,0,im actually glad i got fired from my old job because im learning way more from my new job than i ever did from my old one.,27
9319,Looking for a new #job? Check out these open positions! https://t.co/GPYjd9ce5Z,1,looking for a new #job? check out these open positions! https://t.co/gpyjd9ce5z,11
6511,I am working on a new FT Business Analyst position with a growing company in the Hunt Valley area. My client is hiring immediately! Want to…,1,i am working on a new ft business analyst position with a growing company in the hunt valley area. my client is hiring immediately! want to…,26
4407,Currently have 2 jobs but havent been to one of my jobs for 3 weeks now. Why couldnt they just let me quit?,0,currently have 2 jobs but havent been to one of my jobs for 3 weeks now. why couldnt they just let me quit?,23
8087,We are seeking a new crew member!  This particular position is a part time server Thursday-Saturday. E-mail us at affinefoods@gmail.com,1,we are seeking a new crew member!  this particular position is a part time server thursday-saturday. e-mail us at affinefoods@gmail.com,21
5741,Been unemployed for a long time? Heres how to explain it to your interviewer https://t.co/IY90OJ2dvS  via @MONEY,0,been unemployed for a long time? heres how to explain it to your interviewer https://t.co/iy90oj2dvs  via @money,18
8325,So finally my job gave me the date for orientation. Like come on I was hired like 3 weeks ago lol,0,so finally my job gave me the date for orientation. like come on i was hired like 3 weeks ago lol,21
6838,Network for Good posted a job you might be interested in. Product Manager - Washington D.C. Metro Area US via ... https://t.co/a6veGrMt1f*,1,network for good posted a job you might be interested in. product manager - washington d.c. metro area us via ... https://t.co/a6vegrmt1f*,22
2524,Looking for a permanent position? Lead Creative Developer position is still open: http://t.co/ROBDKgoQuz #dctech @dcww @dctechmeetup,1,looking for a permanent position? lead creative developer position is still open: http://t.co/robdkgoquz #dctech @dcww @dctechmeetup,16
354,I am looking for a presentation layer architect familiar with Java technology who wants to work in Alpharetta.,1,i am looking for a presentation layer architect familiar with java technology who wants to work in alpharetta.,18
1676,I just got hired in today and im already thinking of quitting by the end of the year....smh,0,i just got hired in today and im already thinking of quitting by the end of the year....smh,18
4909,Does anyone know anyone that works in the unemployment office in The Metro Detroit Office that works with veterans????,0,does anyone know anyone that works in the unemployment office in the metro detroit office that works with veterans????,19
9538,Know anyone for this job?  Big Data Architect permanent position in Milwaukee WI (BP) in Milwaukee WI https://t.co/RoNGfDy9SF #job,1,know anyone for this job?  big data architect permanent position in milwaukee wi (bp) in milwaukee wi https://t.co/rongfdy9sf #job,20
7382,Now I gave to quit Instagram. https://t.co/pYGbJQob7v,0,now i gave to quit instagram. https://t.co/pygbjqob7v,7
5635,I am thinking to quit my daytime #job. Because I earn more with this #SEO tool. http://t.co/5lqXqxLofN #jobs #jobs4u,0,i am thinking to quit my daytime #job. because i earn more with this #seo tool. http://t.co/5lqxqxlofn #jobs #jobs4u,19
9504,Im laid off so Im getting fucked up!! http://t.co/oA4eg63eCN,0,im laid off so im getting fucked up!! http://t.co/oa4eg63ecn,9
8621,Retired? Unemployed? Laid-Off or Insufficient Income? http://t.co/a6gvZcy9uQ,1,retired? unemployed? laid-off or insufficient income? http://t.co/a6gvzcy9uq,7
2675,#101 positions for sex watch free porno clips https://t.co/7kJFRAvHDu,0,#101 positions for sex watch free porno clips https://t.co/7kjfravhdu,9
8700,Looking for a summer job? BlaineParksMN needs Concessions/Field Worker &amp; Park Attendant https://t.co/OHcVsNFGvJ https://t.co/HmUVKmIZCf,1,looking for a summer job? blaineparksmn needs concessions/field worker &amp; park attendant https://t.co/ohcvsnfgvj https://t.co/hmuvkmizcf,14
7210,Looking for a job in #Mesquite #TX? Financial Ctr Mgr https://t.co/V5Dw7nnAbn #jobs #hiring,1,looking for a job in #mesquite #tx? financial ctr mgr https://t.co/v5dw7nnabn #jobs #hiring,13
762,If you are looking for a full time or part time #job Opportunity Knocks has open positions see the link for details: http://t.co/UJnwkCdbqn,1,if you are looking for a full time or part time #job opportunity knocks has open positions see the link for details: http://t.co/ujnwkcdbqn,23
33,Met an ex-co-worker last night and heard that there is another round of laid off coming next week at the place I used to work (for 21 years),0,met an ex-co-worker last night and heard that there is another round of laid off coming next week at the place i used to work (for 21 years),28
2015,I unknowingly started my new job today so yeah thats great,0,i unknowingly started my new job today so yeah thats great,11
1606,Looking for a new career? Rain Bird has the right environment for a thriving career. Sr. Tooling Engineer #Tucson AZ #job #hiring #career https://t.co/k9hK5oTSM4 #Engineer #Extrusion #Plastics #CareerArc,1,looking for a new career? rain bird has the right environment for a thriving career. sr. tooling engineer #tucson az #job #hiring #career https://t.co/k9hk5otsm4 #engineer #extrusion #plastics #careerarc,28
4991,Anyone need a job ??? My job is hiring and told me to ask around,1,anyone need a job ??? my job is hiring and told me to ask around,15
1636,When searching the web for a specific pose its usually some sort of yoga position.Not quite what Im looking for. Most times I resort to...,0,when searching the web for a specific pose its usually some sort of yoga position.not quite what im looking for. most times i resort to...,25
2350,Anyone know of places newly hiring in Sierra Vista Tombstone Bisbee Fort Huachuca Benson or anywhere within 30 miles of here?,0,anyone know of places newly hiring in sierra vista tombstone bisbee fort huachuca benson or anywhere within 30 miles of here?,21
7480,Get fired and collect unemployment nothing wrong with it,0,get fired and collect unemployment nothing wrong with it,9
8838,i just got hired as a sales rep yesterday at dish network. as of today im the manager in charge of my own squad.#GreatWorkEthic,0,i just got hired as a sales rep yesterday at dish network. as of today im the manager in charge of my own squad.#greatworkethic,24
7570,Looking for work?  Are you unemployed?  We are now hiring. http://t.co/uwCbHWfUuh http://t.co/hIAJMSf8Yp,1,looking for work?  are you unemployed?  we are now hiring. http://t.co/uwcbhwfuuh http://t.co/hiajmsf8yp,14
8983,BETTER !YET  I NEED UNEMPLOYED PHOTOG AND WEB DEVELOPER ON MY TEAM I GOT BUSINESS PROPOSITION,1,better !yet  i need unemployed photog and web developer on my team i got business proposition,17
9369,Looking for your dream job in data science? Get Hired at #ODSC #UK https://t.co/wYv04TNqpT https://t.co/nxcD9MWy0H,1,looking for your dream job in data science? get hired at #odsc #uk https://t.co/wyv04tnqpt https://t.co/nxcd9mwy0h,15
6092,@QLCareers Hiring at Get Hired! Job Expo on Aug 27 at MET Hotel 5500 Crooks Rd Troy MI. http://t.co/dxZeYJ1DXC http://t.co/2NNyemq2KH,1,@qlcareers hiring at get hired! job expo on aug 27 at met hotel 5500 crooks rd troy mi. http://t.co/dxzeyj1dxc http://t.co/2nnyemq2kh,20
5265,My father is now unemployed,0,my father is now unemployed,5
4099,I hired to girls yesterday that worked at Mcdonalds for 8$ I started them baking bread at 16$,0,i hired to girls yesterday that worked at mcdonalds for 8$ i started them baking bread at 16$,18
4004,I applied to 7 Subways today. I better get fucking hired.,0,i applied to 7 subways today. i better get fucking hired.,11
6814,Amazon posted a job you might be interested in. Network Engineer - Beijing City China CN via LinkedIn http://t.co/OZTINDL6Zt,1,amazon posted a job you might be interested in. network engineer - beijing city china cn via linkedin http://t.co/oztindl6zt,19
6447,#job - Home Instead Senior Care is looking for a Just Laid Off? in MinneapolisMN http://t.co/G0zsaqdwrk,1,#job - home instead senior care is looking for a just laid off? in minneapolismn http://t.co/g0zsaqdwrk,16
6970,Earlier I was ringing up 3 kids &amp; they were all wearing My Chem shirts.... I gave them discounts.. Im gonna get fired,0,earlier i was ringing up 3 kids &amp; they were all wearing my chem shirts.... i gave them discounts.. im gonna get fired,23
6264,RT @continimarco: Microsoft posted a job you might be interested in: DATACENTER OPERATIONS MANAGER - Washington D.C. Metro Area US.,1,rt @continimarco: microsoft posted a job you might be interested in: datacenter operations manager - washington d.c. metro area us.,20
4276,Any of my 🐥 followers need a job? I got two positions available for Fired Up Taco Truck. Hmu. Serious inquiries only please,1,any of my 🐥 followers need a job? i got two positions available for fired up taco truck. hmu. serious inquiries only please,23
3748,Looking for a new assignment or ft consulting job in the USA? http://t.co/iUt9icxf Very inexpensive to post your spots,1,looking for a new assignment or ft consulting job in the usa? http://t.co/iut9icxf very inexpensive to post your spots,19
8694,Looking for a promotion at #work? Surveys show that these 5 personality types are more prone to receiving promotions: http://t.co/8GD2B5a7QN,0,looking for a promotion at #work? surveys show that these 5 personality types are more prone to receiving promotions: http://t.co/8gd2b5a7qn,20
8196,@STACKMedia: Build your #Deadlift: http://t.co/OYDU1yTNGV#Muscle#Sports#Glutes#FitFam#Workout#Crossfit#Powerlifting#Squat#Fit,0,@stackmedia: build your #deadlift: http://t.co/oydu1ytngv#muscle#sports#glutes#fitfam#workout#crossfit#powerlifting#squat#fit,5
6339,Looking for a job in #Morristown #NJ? Equity Strategies Group https://t.co/rbo7ro8n0Z #jobs #hiring,1,looking for a job in #morristown #nj? equity strategies group https://t.co/rbo7ro8n0z #jobs #hiring,13
3548,Each state has RULES read them before you apply for the position of the most important job in America ! YOUR FIRED! https://t.co/3ooqDJjU18,0,each state has rules read them before you apply for the position of the most important job in america ! your fired! https://t.co/3ooqdjju18,23
4019,so the office that I work at hired a few new people recently my goal is to make them feel as awkward as possible..,0,so the office that i work at hired a few new people recently my goal is to make them feel as awkward as possible..,24
1321,Interested in a #job in #Mesquite TX? This could be a great fit: https://t.co/QyhuaoF5Ql #parttime #Hospitality #Veterans #Hiring,1,interested in a #job in #mesquite tx? this could be a great fit: https://t.co/qyhuaof5ql #parttime #hospitality #veterans #hiring,18
5627,Looking for a programmer that is willing to do equity work...solid idea with a good following. Msg me please,1,looking for a programmer that is willing to do equity work...solid idea with a good following. msg me please,19
4486,Anyone looking for a job wanting to drive a tow truck?!?! Get ahold of me kalebs looking to hire someone asap!,1,anyone looking for a job wanting to drive a tow truck?!?! get ahold of me kalebs looking to hire someone asap!,21
5634,Searching for #work in Tampa FL? Send your #resume to Equity Inc. http://t.co/4FDVgqE8FZ #gethired,1,searching for #work in tampa fl? send your #resume to equity inc. http://t.co/4fdvgqe8fz #gethired,14
1327,If youve ever been interested in quitting your part time job wanted to be your own boss  or run your own business send me a message!,1,if youve ever been interested in quitting your part time job wanted to be your own boss  or run your own business send me a message!,27
7334,I wanna quit my job so I can sit home and draw all day but eventually Ill go hungry and mamas unemployed,0,i wanna quit my job so i can sit home and draw all day but eventually ill go hungry and mamas unemployed,22
4081,I got HIRED  today!!! WooT WooT!  Bed Bath And Beyond! I love this store too!,0,i got hired  today!!! woot woot!  bed bath and beyond! i love this store too!,17
9368,Looking for new finance roles with a Fortune 500 company? Let me know working on multiple positions. #Finance #jobs #fortune500 #hired,1,looking for new finance roles with a fortune 500 company? let me know working on multiple positions. #finance #jobs #fortune500 #hired,21
4672,I quit my job today to pursue my dream of being unemployed which I achieved immediately. Its all happening so fast!,0,i quit my job today to pursue my dream of being unemployed which i achieved immediately. its all happening so fast!,21
3166,Also after getting laid off last year I was offered to interview at a place that wanted me to supply my own laptop for the interview.,0,also after getting laid off last year i was offered to interview at a place that wanted me to supply my own laptop for the interview.,26
28,So my least favorite boss ever now works for my least favorite employer ever where my whole ex-chain of command got laid off. #ILove2014,0,so my least favorite boss ever now works for my least favorite employer ever where my whole ex-chain of command got laid off. #ilove2014,24
8366,@TheNonReview I got laid off last friday so i got my last check 2 days ago. Working on finding a new job,0,@thenonreview i got laid off last friday so i got my last check 2 days ago. working on finding a new job,22
617,Does anybody know someone that is looking to get hired? Microsoft Dynamics CRM Consultant - http://t.co/F71ZI4ekDG #FMTway,1,does anybody know someone that is looking to get hired? microsoft dynamics crm consultant - http://t.co/f71zi4ekdg #fmtway,17
2163,Searching for #work in Irving TX? Send your #resume to Check Point Software Technologies Ltd.. http://t.co/6sCiKMcZUT #gethired,1,searching for #work in irving tx? send your #resume to check point software technologies ltd.. http://t.co/6scikmczut #gethired,17
2854,Looking for a Fun and Flexible Work at Home Job? https://t.co/GiUxM5FPIO #Moms #Jobs https://t.co/uNig7bhkS6,1,looking for a fun and flexible work at home job? https://t.co/giuxm5fpio #moms #jobs https://t.co/unig7bhks6,14
6342,Looking for a business opportunity to either quit your job or supplement your income? Look at @BuildTheStore http://t.co/lotEfDZ7VU #bizop,1,looking for a business opportunity to either quit your job or supplement your income? look at @buildthestore http://t.co/lotefdz7vu #bizop,19
324,I am looking for a self employed IFA who may want to work for a new dynamic wealth management company based in Nottingham. Know any??,1,i am looking for a self employed ifa who may want to work for a new dynamic wealth management company based in nottingham. know any??,25
7630,A business opportunity you can work from home and get paid daily!! http://t.co/fTbBjKaaY7,1,a business opportunity you can work from home and get paid daily!! http://t.co/ftbbjkaay7,13
6003,RT @ApploiJobs: Looking for retail jobs? Start with @Apploi http://t.co/6Rfn54WLOI #GetHired #JobConnect http://t.co/JbbRML2DvG,1,rt @apploijobs: looking for retail jobs? start with @apploi http://t.co/6rfn54wloi #gethired #jobconnect http://t.co/jbbrml2dvg,13
6802,Anyone looking for full-time seasonal and year round work? Buckmans inc. Is currently hiring.,1,anyone looking for full-time seasonal and year round work? buckmans inc. is currently hiring.,14
3727,Looking to join GEICO (@GEICO_Jobs) Zurich (@ZurichNACareers) or Flagship Management (@FlagshipCareers)? View 11 openings from these companies and more. https://t.co/SgGgbFavCn,1,looking to join geico (@geico_jobs) zurich (@zurichnacareers) or flagship management (@flagshipcareers)? view 11 openings from these companies and more. https://t.co/sgggbfavcn,20
8063,I searching for someone to fill a leadership position on my team! If you are passionate about natural health alternatives please contact me!,1,i searching for someone to fill a leadership position on my team! if you are passionate about natural health alternatives please contact me!,23
7894,Starting a new job and helping to train my replacement at the old job has been keeping me quite busy but its good to be busy.,0,starting a new job and helping to train my replacement at the old job has been keeping me quite busy but its good to be busy.,26
1491,today i took my work clothes out of the dryer and found 67 dollars in the pants...,0,today i took my work clothes out of the dryer and found 67 dollars in the pants...,17
6987,Today I was fired for being a considerate person. Thats cool.,0,today i was fired for being a considerate person. thats cool.,11
1295,Dont submit then quit. Apply for jobs like Regular Classroom Teacher at San Francisco Unified School District then look for people you might know at the company. You might be able to reach out to HR directly. Ready to apply? Check out the link in our bio. Educator Teacher,1,dont submit then quit. apply for jobs like regular classroom teacher at san francisco unified school district then look for people you might know at the company. you might be able to reach out to hr directly. ready to apply? check out the link in our bio. educator teacher,49
6833,Accenture posted a job you might be interested in: Titanium Appcelerator &amp; IBM Worklight Professionals - Pune Area India IN.,1,accenture posted a job you might be interested in: titanium appcelerator &amp; ibm worklight professionals - pune area india in.,20
6880,Obviously there are like money constraints or consequences (i.e you could skip work but might be fired) but its still pretty cool.,0,obviously there are like money constraints or consequences (i.e you could skip work but might be fired) but its still pretty cool.,22
3795,Unemployment is cool because I get to sit here all day and reflect on how much of a piece of shit I am,0,unemployment is cool because i get to sit here all day and reflect on how much of a piece of shit i am,23
384,I am seeking the next batch of leaders to work side by side with to go out there and change some lives. PM me.... http://t.co/bwqMjlUafu,1,i am seeking the next batch of leaders to work side by side with to go out there and change some lives. pm me.... http://t.co/bwqmjluafu,25
3871,NOW I OWE 40 PUSH UPS.,0,now i owe 40 push ups.,6
3915,#Accounting #Job in #Morristown  NJ: Accounting Manager Real Estat... at Robert Half Finance &amp; Accounting http://t.co/Kjg1HRYse0,1,#accounting #job in #morristown  nj: accounting manager real estat... at robert half finance &amp; accounting http://t.co/kjg1hryse0,17
