id,text,job_loss,is_unemployed,job_search,is_hired,job_offer
590229564321824768,@adamwilde87 @yorkshiredevils @gavincottrell i honestly believe we will pull off a miracle  beat castleford sunday http://t.co/zb8new1uqp,0,0,0,0,0
540795379831554048,i've been unemployed for 2 days my dad has talked about me getting a new job at least 10 times already,1,1,0,0,0
273177599017095168,@_dwash shit this engineer company ovr here off the beltway. i just got hired today,0,0,0,1,0
443629256925409280,i gotta get my sleep schedule back on track and i need to be back to work asap tired of this laid off shit,0,1,0,0,0
430912366197223424,alright so the porter position at my place of employment may be reopening soon.,0,0,0,0,1
420838763594407936,"if i get laid off, the last thing i want is unemployment benefits.  i would be looking all day and maybe all night for another job.",0,0,0,0,0
303039269663035392,the supervisor that got fired at my work just texted me... he quit and got fired and he ask how's work #thatsmyniggthough haha,0,0,0,0,0
475030169560682497,"now that i had to quit my jobs i cannot pay my insurance, or my gas or my phone bill. in tight asf on mula",1,1,0,0,0
286617697041674240,"getting hired then fired then re-fired.... the idiots guide on ""how to build an empire""",1,1,0,1,0
298949772625211392,my heart is laid off for the next 3 hours so my brain has a chance to comprehend the rest of my life.  😆💔,0,0,0,0,0
305853156967981056,"currently, i am laying in the fetal position under several blankets while being surrounded by pillows on my bed. i don't wanna do work.",0,0,0,0,0
537345552233402368,i am here to confirm we do not have an unemployment problem . we have a problem with people who refuse to get off their ass and go to work,0,0,0,0,0
433450729462718464,"if you choose a job you love, you’ll never have to work a day in your life!! because the field you’re interested in isn’t hiring.",0,0,0,0,0
335390976661143552,"i quit today, but somehow managed to keep my job?..",1,0,0,0,0
544517480614739968,"i thought i was ready to go back to work, but really all i wanna do is watch netflix all day",0,0,0,0,0
393773687624957952,greg schiano is gonna get fired. i mine as well apply for that position.,0,0,0,0,0
307403656750317568,"quote from ex-groupon boss 'i'm leaving to spend more time with my family...just kidding, i was fired this morning'",0,0,0,0,0
464791844287971328,@barackobama i have no unemployment left &amp; i was laid off from work yesterday after 4 weeks of work.  i wish america took care of americans,1,1,0,0,0
495189299131080705,unemployment is running at 6.2%....anyone believe that shite...i thought i was in the minority actually being employed!,0,0,0,0,0
338670502853894145,my dad just told me if i actually quit he will pay me unemployment #what #yay,0,0,0,0,0
139169217156104192,"so. long story short my colleagues and i got laid off (bosses incl). we're disappointed we're breaking up, but excited for new prospects.",1,1,1,0,0
581893448095125504,currently praying for enzo to get fired,0,0,0,0,0
288740698633687041,"there are class businessmen who never completed education. now there are idiots who want to quit school. with no dedication,reason why i cba",0,0,0,0,0
425180161839886336,i am looking for a part time job.,0,1,1,0,0
622504527988547584,"can you recommend anyone for this #job? retail store positions - http://t.co/owyi9tcixj #austin, tx #retail #hiring #tweetmyjobs",0,0,0,0,1
506885807592849408,i had a shit summer but i just got hired so i don't really give a flying fuck anymore,0,0,0,1,0
539163883643355137,i was barely on my phone this weekend so you guys who are badgering me about that quit it,0,0,0,0,0
146917460124250112,lost my babysitting job today and i can't eat or drink anything... what a life,1,1,0,0,0
1045018890483294208,"looking for a new career opportunity? join a dynamic team of #sales superheroes in #parkcity, ut. apply today:… https://t.co/mpvy0aemz3",0,0,0,0,1
376231157979176960,i am officially unemployed,1,1,0,0,0
379775424294686721,i accidentally indirectly hit on my spanish teacher when i wrote my composition today...whoop.....there it went,0,0,0,0,0
425713006371016705,i just hired a girl on the spot and she cried tears of joy. i feel like i have succeeded at life lol,0,0,0,0,0
472506008200556544,lol i been wanting them to fire me since they hired me .,0,0,0,0,0
429013801694818304,@mbethmason @vickilvcm .  yes!  ins etc start immediately like he was never laid off.  insulin w/no ins would have been $370.00/ month,0,0,0,0,0
464601250601140224,somebody might get laid off and you might get promoted. 🎧,0,0,0,0,0
375322562466545664,"yesterday i applied everywhere within view, saw the world's end, slept for 3 hours, got ready for an interview, hired on the spot.",0,0,1,1,0
578985797153472512,"i think its just amazing! really! i lost my job got paid 100 dollars, and every day i applied places, and made the vest out of my situation",1,1,1,0,0
263039316480098305,welp i just got fired #frustrated #unemployed ...so who is hiring:/,1,1,1,0,0
371061426359517184,drunkenly applied for a position. all my luck happens when i'm drunk. #sadbuttrue,0,0,1,0,0
286512847662493697,anyone knows who's hiring? #hiring #brownsville #texas #job #please #and #thankyou,0,1,1,0,0
324947167733239809,yes!!! the pistons finally fired lawrence frank. it's about damn time. hire byron scott now!!,0,0,0,0,0
423531175416586241,thoughts of a genius today lol. and site agent thought i was the boss lol only been there 6/7 months lol,0,0,0,0,0
259896075547197440,the fact that i got ''laid off'' from my summer job because of my attitude/ lack of enthusiasm.... dumb broads😒✌,1,1,0,0,0
780233900836524032,"interested in a #job in #champaign, illinois? this could be a great fit: https://t.co/pjs8qqykoe #nowhiring #gethired #manufacturing #hiring",0,0,0,0,1
283873955306143744,why am i more tired after doing nothing than i am when i'm working flat out? could never be unemployed #lazy &amp; #nackered,0,0,0,0,0
501746766027313153,i need to find something. i really like doing this as my part time job. can somebody hired me for this kind of job. #mirthhunter,0,0,1,0,0
429208384089649152,its friday i am laid off #nice,1,1,0,0,0
403674732194983938,i lost a toenail today. so that sucked. then i lost my job. so that sucked too. so i have beer. lots of beer,1,1,0,0,0
602577272047034368,my 28 year old brother that is unemployed and lives with his parents just called me a loser...,0,0,0,0,0
299868270767525889,manager sees me struggling at work this morning. he then proceeds to promptly ignore my #struggle until i am in a worse position.,0,0,0,0,0
558826550289006592,"looking for a partner to reach top 10. who wants in?

https://t.co/zqvglouwti

#startup #partner #split #deal #doit http://t.co/7jjthtwobs",0,0,0,0,0
198411492348014592,"unemployed for 1 week, until i start my new job! actually excited now.",0,1,0,1,0
547570330126909440,i quit my job today lol first thing i thought of was how ima pay for that weed,1,1,0,0,0
446106668514828289,i am discovering i'm not free. i'm not allowed to find work i'd love.  those who do drugs &amp; break the law have more rts than me.,0,0,0,0,0
588908857675489280,@buschic still with cbc. sadly two yellowknife videographers were laid off. i am thinking &amp; praying for all those who received notices today,0,0,0,0,0
614801759945519104,"currently doing sales viewings,  quite refreshing not to talk about my fees",0,0,0,0,0
771059104316006400,getting pretty busy setting up a lot of things. currently am in a position where learning is… https://t.co/c6ghakhwhu,0,0,0,0,0
1010183933286203392,looking for a #job where you can fight #drugabuse &amp; #addiction? join the new season team!: https://t.co/snfy604ate… https://t.co/gcdrcl5rwu,0,0,0,0,1
367399954349703168,kohl's just hired a crap load of weird ass socially awkward girls. i guess they wanted to replace me since it's my last week!,0,0,0,0,0
488936103374639104,i'm fired🙅,1,1,0,0,0
387265797011566592,anyone know of any jobs? #unemployed 😢,0,1,1,0,0
264504286090760194,"@bretbaier there is a war on coal, i am from a small town in wv and daily people are being laid off. if obama wins, it will be devastating!",0,0,0,0,0
367619454605459456,"@curtainqueen yes, true. i know many too. i equally know hundreds private sector workers of merit unemployed, laid off bcoz employer bust.",0,0,0,0,0
626666762218541056,if that job position is so fucking important maybe you need to make it paid :) :) :),0,0,0,0,0
222568368123809792,the way you say my name makes me feel like i'm that nigga but i'm still unemployed.,0,1,0,0,0
352545021255368705,well unexpectedly got offered a position from mommy's friend start monday. yay ya girl's employed at a good job #yayme,0,0,0,1,0
540097862907203584,"just got a call off the job i quit two months ago asking if i could work today. good job, admin",0,0,0,0,0
471480672683823104,first time in over 25 years: i am propositioned by a prostitute a block from my house.,0,0,0,0,0
390698608175370240,"better go to bed right now, going back to work tomorrow. this is the end to unemployment!!!",0,0,0,1,0
664133636774600705,looking to get a cleaning for this holiday season? looking for a new dentist? check out the office my… https://t.co/kg97xb3nox,0,0,0,0,0
691275250776936448,"this #it #job might be a great fit for you: application developer *rewarding position* - https://t.co/79ng6alybc #philadelphia, pa #hiring",0,0,0,0,1
298138292518547456,currently blasting suburban scum in the cafe cause i want to get sent home or fired or some shit.,0,0,0,0,0
382273564382334976,"somebody might get laid off , somebody might get promoted .",0,0,0,0,0
1047144135931486208,"looking for a new career opportunity? join our awesome team of #wireless #sales associates in #papillion, ne. apply… https://t.co/np9rvslmjq",0,0,0,0,1
906685640112267265,earlier this week i went to peyto lake for some sunset action. it was smokey. @ peyto lake https://t.co/z6yo9ovchw,0,0,0,0,0
636891611679424512,"can you recommend anyone for this #job? retail store positions - http://t.co/dt0isqvul3 #dallas, tx #retail #hiring",0,0,0,0,1
588049012860833792,"so one of the main reasons my new job hired me was to establish/manage their workflow and on day 3, i know exactly what the problem is lol.",0,0,0,1,0
594316691007533056,i'm searching for a real love. @ blaze fast fired pizza https://t.co/juchgzx8fb,0,0,0,0,0
136782109066010625,"i need a dollar, dollar, dollar is what i need. hey, hey! #unemployment",0,1,1,0,0
171794547901341696,my boss told me just now. it is à ft position open,0,0,0,0,0
633047905260036096,"interested in a #labor #job near #coquitlam, bc? this could be a great fit: http://t.co/sqh0kyondb #hiring",0,0,0,0,1
995029715801944064,"would you recommend a friend for this opportunity? crew - https://t.co/wztpd2xgqg #hospitality #daphne, al #job #jobs #hiring #careerarc",0,0,0,0,1
350010764121223168,"looking for a registered practical nurse (part-time - 3 positions)  cornwall, on - apply today! #job #hiring http://t.co/c7bgjjscst",0,0,0,0,1
112577346699132928,have we laid off the joy? tough questions via @brandflair: why is 1/2 your team unhappy?  why 25% leaving? http://t.co/ly410wu via @biebert,0,0,0,0,0
470765149583081472,i got a call from buffalo wild wings and they want me to come in for orientation so that means i think i finally got hired yay!!!!!,0,0,0,1,0
275939300741369856,so i moved from bed to the sofa! poorly may!! although is this what being unemployed feels like??,0,0,0,0,0
172047980688445441,@joey_tookurgirl lol but i work out so you can shut up,0,0,0,0,0
365523557041700864,finding a job is so hard ; swear when i get hired on somewhere imma hold on to idd.,0,1,1,0,0
266284268827836416,walmart gave me 1 day off this week and that was today i'm so tired of this f****** job,0,0,0,0,0
316265478903455744,"ucla lost to minnesota &amp; ben howland got fired, but is there a better candidate for the gophers than howland? #coachingcarousel",0,0,0,0,0
352078996554518528,my part time job tomorrow my position as empire's badminton. lol,0,0,0,0,0
335446911605698560,got laid off today....got a lot of time on my hands i guess. #layoff,1,1,0,0,0
365510638392446976,anyone unemployed n wanna go job hunting next week...,0,1,1,0,0
589586522904592384,"i am currently in stamford, ct spontaneously - ama",0,0,0,0,0
719273374791282689,this #manufacturing #job might be a great fit for you: exciting automotive manufacturing opportunities! - https://t.co/rxvpkz1mc3 #hiring,0,0,0,0,1
481531915510374401,"being unemployed is contagious baby rt @rockyrepp @jmxwll took me surfing today, i'm quitting everything in life and only picking up surfing",0,1,0,0,0
309345615299616768,"threatened with being laid off? hate being in that position? so do i, that's why i decided to start working from... http://t.co/fma1do0cix",0,0,0,0,1
419179560002158592,woodson or kidd to be fired first? http://t.co/uaunpuim1l,0,0,0,0,0
442654836107259904,"am currently in south gate, quite disappointed tbh",0,0,0,0,0
398786765773090816,they've never fired someone in 57 years????? wow! #meaningconf,0,0,0,0,0
296357072302391296,abbott lays off undisclosed number of workers: abbott laboratories on tuesday laid off an unspecified number of... http://t.co/s47lh7z1,0,0,0,0,0
378610804482142208,ok the search for a new job begins today i have had enough of shifts working all hours god sends i am knackered and need a fresh start,0,0,1,0,0
160038161433628673,@viitormesquita serio? uahauahaua,0,0,0,0,0
490298908430852096,"to pick up a 3rd job or to quit one and take the other? hmm... decisions, decisions! lol",0,0,0,1,0
472066302258208768,365 days till i am unemployed.,0,0,0,0,0
508383782404370432,i think i quit the wrong job this week. #pissed,1,0,0,0,0
213334322378309633,now violence and i are both dead cause it had me slap that bitch at work. so i lost my job my house my food my friends and my family.,1,1,0,0,0
363029636466229248,whose hiring? need to find a new j o b when i get back,0,1,1,0,0
478638491367403520,sooo i'm probably gonna quit my job this week... anyone know where else is hiring?,0,0,1,0,0
329028712089661440,"don't tell me how to live my life fool, you're unemployed",0,0,0,0,0
446532184724086784,so i was pulled into a meeting at work earlier this week. they said they heard a rumor going around that i was looking elsewhere for work.,0,0,0,0,0
518937385468317696,just fired up my gps from 1999. new batteries and in 30 seconds it found a position indoors! http://t.co/gwzxkx2l2w,0,0,0,0,0
955210650355097601,"here's an opportunity that you won't want to pass up: dishwasher - https://t.co/iksvjarlh3 #labor #edison, nj #job #jobs #hiring #careerarc",0,0,0,0,1
332893838911889409,my sister stay qettin hired sum where. her ass applied for a job yesterday nd qot the job the same day.,0,0,0,0,0
565034623353110530,@kissten_wise it will! maybe not right now or for what you wanted but he's going to use that hard work &amp; put it towards something great!,0,0,0,0,0
257167567481884672,i just seem to be getting closer to quitting my job every day. unemployment never looked so good.,0,0,0,0,0
404744568978960384,"everytime i lose one i bounce back with two, how you think i got you somebody got laid off",0,0,0,0,0
399235883452203008,"are you afraid that you'll be laid off, lose your job? you either will or you won't. all that worry does is stifle creative flow.",0,0,0,0,0
693559887977054208,"can you recommend anyone for this #job? restaurant team member (crew) - https://t.co/woblu4ltyr #sonic #mesquite, tx #hospitality #hiring",0,0,0,0,1
437850772454129664,"irrational games is shrinking? infinite was the biggest disappointment i've ever experienced, but so many people are getting laid off.",0,0,0,0,0
410191397132587009,if it wasn't for blowjobs you'd be unemployed.,0,0,0,0,0
544985028006924288,workin hard or hardly workin? #selfie #dan #fired @ b &amp; g tasty foods http://t.co/16duzpxah0,0,0,0,0,0
146998632426635265,this week is my karmic retribution for having no work to do last week.,0,0,0,0,0
687294587929505792,looking for greenery to liven up your home? ceramicist and sculptor andy denton creates surreal… https://t.co/em5iwn7dbf,0,0,0,0,0
711418110440394754,"want to work in #pittsburgh, pa? view our latest opening: https://t.co/gw4hy5xmsq #generalscience #job #jobs #hiring",0,0,0,0,1
262337462314098689,"i'm at fired up pizzeria (durango, co) http://t.co/mz9en7zp",0,0,0,0,0
203601217761460224,now i am home from work time to tweet tweet! what is everyone up to this long weekend??,0,0,0,0,0
190471850898374656,is it true that ucla sent out 900 acceptance letters to waitlisted applicants??? somebody is fired!!!,0,0,0,0,0
413567308544880640,when i was unemployed i had health and rest and peace of mind. now i'm stressed than a motherfucker with like 2 hrs of sleep every 2 days,0,0,0,1,0
406990014653136896,"alabama lost, paul walker died, i'm still at work, and i ain't got no milk....shit just hit the fan today #rough",0,0,0,0,0
277559631751020545,someone let me borrow money so i can go to work. so i can not get fired.,0,0,0,0,0
552261093016358912,"never been laid off, my own boss and my payoff is to get laid off
get a break off just to re-hire myself
for the take off.",0,0,0,0,0
135862658921529344,sumbody might get laid off & you might get promoted .,0,0,0,0,0
227099571036250112,online lookin for a new day job this morning and find i'm qualified to work at an airport gift shop or just be unemployed. cheers. #fb,0,0,1,0,0
728742486068187136,i am currently dying.,0,0,0,0,0
319185918063955968,i might apply where my bro works at 👌 yup.... we both going to get fired in a week i bet ha 😂😂,0,0,0,0,0
401490053312303104,"people are talking about getting laid off. this got dark, fast.",0,0,0,0,0
364573584783446017,which min position player feels like throwing an inning tonight? it seems like a game where a position player might eat an inning.,0,0,0,0,0
354279592653111297,really don't know how people do the unemployed thing. so. bored.,0,1,0,0,0
480041867749625856,my dad hired someone to plant flowers and i have to watch.. i did not sign up for this,0,0,0,0,0
175696487999737856,good news bad news: long weekend for my birthday! bad news: just got laid off. #fml,1,1,0,0,0
493266609058770944,i am currently channeling my inner 2pac cause bandanas are life.,0,0,0,0,0
375286474712678400,i need to start my new job already! i just realized i'm watching cops! unemployment life is not for me! #daytimetv #cops #inbetweenjobs,0,0,0,1,0
978294296041451521,looking for a part time position working with really awesome people in a great environment! drop… https://t.co/0fa0f134oe,0,0,0,0,1
235836524472705024,@yidette_ congrats on the job i take it because u were late u were unemployed? x,0,0,0,1,0
158839152648007680,the next job i get i am going to make sure i keep it because this unemployed and job searching stuff is so not for me at all!!,0,1,1,0,0
152849220771127296,instead of saying fired my italian friend says 'fired up' cute,0,0,0,0,0
436210174882095104,i am unable 2 quit as i am currently too legit✌️,0,0,0,0,0
545475556092153856,i play my position!!,0,0,0,0,0
535570468158599168,@daviedaily mike schuenemeyer might be able to. our ties to the ucc are a bit strained since craig was laid off. you have his #?,0,0,0,0,0
232997404109045761,i am now currently accepting twubby applications. dm me if you think you qualify for the job.,0,0,0,0,1
805660094813773824,"interested in a #job in #mccook, illinois? this could be a great fit: https://t.co/hn2c7yidx6 #nowhiring #gethired #manufacturing #hiring",0,0,0,0,1
624605136283774977,i recently got a new coffee pot and i have really been enjoying trying out some of th #coffee https://t.co/ctmkqa1kn1 http://t.co/wudsktixcs,0,0,0,0,0
225352500662898688,i've applied at 5 places. if i dont get hired somewhere im going to throw a fucking fit!,0,1,1,0,0
517027953427771392,looking for an hr intern.  anyone?  #paidinternship #hr #recruitment #islamabad,0,0,0,0,1
127539045831163904,a week ago i promised to make changes to my game. a new starting position and a huge game tomorrow for @humbercollege rugby. #twoinarow,0,0,0,0,0
441632046788538368,my home health boss is so fucking annoying. she does not get it that i have another job and i am a full time student. smfh i'm quitting.,0,0,0,0,0
384881288835907584,@allisonfield6 hahah probably!!! no one will be getting paid. which means basically means everyone will be laid off till a new budget.,0,0,0,0,0
773988687260422144,"interested in a #job in #mesquite, tx? this could be a great fit: https://t.co/qyhuaof5ql #parttime #hospitality #veterans #hiring",0,0,0,0,1
253864519758127105,@datdudedberg my nigga haha i'm bout to get laid off at my fuckin job man,0,0,0,0,0
112039964035923968,got an interview for a tutoring job in san antonio!  hope it goes well. being unemployed is kind of boring.,0,1,1,0,0
334774837375561728,has anyone ever been fired for getting a phone call at work?! #justaquestion.,0,0,0,0,0
407295129289232384,now i'm 18 my boss has completely cut my hours and hired fucking 16 year olds who he can pay less #fuming,0,0,0,0,0
506768174462038016,"if min wage goes to $15 then everyone else has to raise &amp; that means someone's getting laid off, &amp; paying $8 for a dollar coffee #morningjoe",0,0,0,0,0
564536478538432512,looking for childcare or looking for a nanny job?      we can help: http://t.co/dy5ghvsnxc… http://t.co/ehsm6ew7ap,0,0,0,0,1
445604870297772032,girl thought she was laid offed from her job and the professor told her she got fired instead. ha,0,0,0,0,0
370575126237949952,and shitty thing is always on my bday something always happens to me at work like take today i got laid off and my bday is on monday #fail,1,1,0,0,0
198232252935708674,#thatawkwardmoment when you've made two people quit their jobs at big y unintentionally #badbitch #watchout,0,0,0,0,0
409390335354503168,as am still unemployed can i apply to the position of the pm?,0,1,1,0,0
390297674869514240,"so currently have no ride home after work cuz my family hates me, and also i am working till almost 11",0,0,0,0,0
250603980957286401,"lost my job lay night, got an interview for a better one today....god is good",1,1,1,0,0
496887056938074112,i watched theses fools work today i feel bad they mad new guy quit in first 2 hours so funny but fucked,0,0,0,0,0
