,neg_model,pos_model,text,dist_point0.725
116151,0.27639073,0.72360927,Been working since 9 am and I'm closing the store come tann and bring me coffeeeeeee,0.0013907300000000067
392592,0.27360874,0.72639126,The regular customers at work were afraid I quit. Lol I'm loved ♥,0.0013912600000000053
163589,0.27641198,0.723588,Off work and still have half the day to parrrrrtaayyyyy (watch the office)!!!!,0.0014119999999999688
372084,0.2764511,0.7235489,If I didn't have to work today I would go eat at my job,0.0014510999999999274
110909,0.27351972,0.72648025,I gotta get out in this crappy weather today to go to work for an hour and a half. I seriously think that should be some kinda sick joke. 😭,0.0014802500000000718
33064,0.27351698,0.72648305,"""Once we've chosen the path of Surrender,our personal limitations no longer matter,for now something Greater is at work, through us.""-R.Kyle",0.0014830500000000413
398361,0.27649137,0.72350866,"I Know Want To Make It IN The Music Industry,All You Have To Do Work Hard Everyday",0.0014913399999999521
459582,0.27348328,0.7265168000000001,Damn I got to go to work,0.0015168000000000958
178847,0.27653268,0.72346735,I really need to start working out.😅,0.0015326500000000243
471144,0.2734643,0.72653574,Working my whole week off #Yay,0.0015357400000000077
429448,0.27655837,0.7234416,I need to go do a shoulder workout! #MarchMadness #patrickyoung,0.0015583999999999598
312022,0.27342259999999996,0.7265774,Great job to all orchestra students! You guys did amazing tonight!🎓❤️,0.001577400000000062
383491,0.27341205,0.726588,Good thing I recorded the game since I didn't get to watch it at work!,0.0015880000000000338
470707,0.27339354,0.7266064,Just woke up and have work less than a hour away.,0.0016064000000000078
189940,0.27661294,0.7233871000000001,Niiice slack work day and I'm taking a class later,0.0016128999999999172
412230,0.27663459999999995,0.72336537,The morning-after soreness from working out. #Bittersweet,0.0016346299999999703
429750,0.27665678,0.72334325,Finally done working on the infiniti...,0.0016567499999999846
250215,0.27667692,0.7233231,"Home!!
time to do some workouts",0.0016768999999999812
142345,0.2732834,0.72671664,First time I've worked out in a week.,0.001716640000000047
456190,0.27327663,0.7267234,Work tonight!!,0.0017234000000000416
63564,0.27672753,0.72327244,hopefully i get both of these jobs!,0.0017275599999999613
154907,0.27326137,0.72673863,"lol so we got a new guy at work, hope he likes nectar",0.0017386300000000743
481120,0.27675042,0.72324955,I be goin to work,0.001750449999999959
126403,0.2767741,0.7232259,Helped a friend to set up her blog tonight.  Felt good!  I worked some magic. :),0.0017741000000000007
181394,0.27322185,0.7267781,@jonodonovan yes I am. Just been busy with work the last few weeks.,0.0017781000000000047
365507,0.27321488,0.7267851,I will go workout at midnight,0.001785099999999984
386036,0.27321073,0.72678924,@OhGoodnessMia I'm going to work at a Clinique 😛,0.0017892400000000253
256680,0.27679417,0.7232058000000001,My job gone fire me  I gotta miss all these days,0.001794199999999857
382701,0.27681366,0.7231864,Had a nice little run w Bella today and shot some hoops after work.,0.0018135999999999708
381004,0.27682096,0.72317904,"@mickey_ze honestly Mickey once I start working more this summer, I'm gonna save some money and come see you!!!!",0.0018209599999999826
448154,0.27684380000000003,0.7231562,"New Post Care Coordinator (RN or Bachelor in Human Service/Social Work or Health Care related degree) -Amelia County, VA ...",0.001843799999999951
169722,0.27687195,0.7231280999999999,been at work for over an hour and not one kid has come in. so I'm watching sausage party now 😂,0.0018719000000000374
81512,0.27311626,0.72688377,"I went from being able to sleep in everyday, to working at 8am.",0.0018837700000000623
164509,0.27309042,0.7269095999999999,"RT @chancetherapper: This summer I worked at Kids of the Kingdom, a day camp my great grandmother created 35yrs ago. Today was the finale h…",0.0019095999999999558
124170,0.27304518,0.7269548000000001,If being a teacher didn't work out for me I would love to be an interior designer or restore old homes.,0.0019548000000001453
43909,0.27303958,0.7269604000000001,Still have some things to work on though,0.0019604000000000843
485239,0.27302083,0.72697914,Had the most random dream. JT fell in love with @RogueDior and she got twitter buddies jobs in HWood and she worked a JT/Britney reunion.,0.0019791399999999904
