,neg_model,pos_model,text,dist_point0.725
1639,0.27220777,0.7277922,I need like 3 jobs this summer lol,0.0027922000000000224
355472,0.27780354,0.72219646,I walked off the ride and Maria goes I got someone fired but it wasn't my fault  lmaoooo,0.0028035399999999377
13902,0.272169,0.727831,4 months after graduation and I’m still on the hunt for a job that I love. I refuse to waste my college education and passion. #PRGUY,0.002831000000000028
251858,0.27216738,0.7278326,I can't go to work today. Prince has died. This is awful. I am so sad.,0.002832600000000074
302683,0.2779109,0.7220890999999999,@tedcruz you're fired.,0.0029109000000000496
347177,0.27792272,0.7220773,@kmitchh13 it seriously is the worst job. I can't wait to quit. But I have to wait till summer is over. Haha,0.002922699999999945
205961,0.2779311,0.7220689,Im not stupid so quit the shit,0.0029310999999999643
190427,0.277941,0.72205895,@archangelcrew I'm getting drunk early so I can get up to get to my part-time job.,0.0029410500000000006
409614,0.27794138,0.7220585999999999,Did so much work tonight. Now so much more to do but I have actual work in the morning. I'm stressing out. #agh,0.002941400000000094
423892,0.27201107,0.72798896,hey it's ok Sabrina I went with my dad's credit card and I'm now getting a job to pay him back ha ha,0.0029889600000000405
139838,0.27800733,0.72199273,No where is hiring for just a summer job 😭 waited too long to start my job searching 😒,0.0030072700000000063
433157,0.27193642,0.72806364,Why I'm I not at the beach right now? Oh yeahh... Work,0.003063640000000034
386334,0.27189234,0.7281076999999999,Im off of work for the rest of the week!!! Yassss!!!,0.0031076999999999355
120227,0.27184996,0.72815007,I need a job 😩,0.003150070000000005
297131,0.27184996,0.72815007,I need a job 😩,0.003150070000000005
3324,0.27184996,0.72815007,I need a job 😩,0.003150070000000005
153927,0.27184996,0.72815007,I NEED A JOB 😭😭😭,0.003150070000000005
220862,0.27184996,0.72815007,I need a job 💯,0.003150070000000005
163162,0.27184996,0.72815007,I need a job 😭,0.003150070000000005
56287,0.27184996,0.72815007,I need a job 😩,0.003150070000000005
169386,0.27817014,0.7218299,I don't work till 230 tomorrow bihhhhh 🔥🔥🔥,0.0031700999999999535
199769,0.27181998,0.72818,"@Slg______ I been grew up, I was just waiting on ha to quit acting childish",0.0031800000000000717
