,neg_model,pos_model,text,dist_point0.725
317780,0.27458757,0.72541237,"So after whining about the weather (totally fruitless but hey), I got busy doing paperwork, paying bills, cooking... https://t.co/bfohgYK17D",0.00041237000000005075
35933,0.27541614,0.72458386,@alex_win14 no! My landlord is a woodworker and apparently doesn't know how to throw nails away,0.0004161400000000093
203804,0.27542514,0.72457486,My job is so great 😍,0.000425139999999935
88612,0.27543682,0.7245630999999999,That's it for me. Had to leave courtroom during defense's cross examination of Det. Tynes so I could get to work on my daily story.,0.00043690000000007334
465452,0.27544236,0.72455764,"RT @MCLXVIII: I haven't stepped out for a while, just been working and home, and always just doing errands if I have any .",0.000442359999999975
125331,0.27544442,0.72455555,I hate working ✋😭🔫,0.0004444499999999296
408262,0.27455506,0.7254449000000001,So my part time barista job just became full time w/ benefits! And I haven't even had my first day. #fistpumpyesss!,0.00044490000000008134
513953,0.27547774,0.7245223000000001,I need a real job.,0.0004776999999999143
170304,0.27549209999999996,0.7245079000000001,Left the house so quickly this morning I forgot my watch and feel a piece of me missing. Funny because it actually no longer works.,0.0004920999999998843
356887,0.27448642,0.7255135,Once I get this job I'm outta Bj's ✌🏽️,0.0005135000000000556
377745,0.27447763,0.7255224,I been working 😌,0.000522400000000034
450936,0.27447638,0.72552365,"@Josh_Attili I was angry,  but that was before Schwartz and Pepper Johnson were hired.  #EsuranceSave30",0.0005236499999999866
227024,0.27553449999999996,0.7244654,@blue_birdees idk how long I'm gonna last. Doing something I hate and get paid for it or being unemployed for who knows how long? 😓,0.0005345999999999407
524018,0.27445513,0.7255449,Don't wanna work tomorrow,0.0005449000000000703
232294,0.27555564,0.7244444,Really upset that the road workers took my dads cross down where he wrecked!!!!!💔😭😫💔😭😫💔😭😫💔😭😫,0.0005555999999999894
522603,0.27443355,0.72556645,RT @TonyRodino: But really tho did Mallory get fired yet!? #iufb,0.0005664499999999961
378317,0.2755688,0.72443116,@will_2hollywood 😂 maannn I'm at work tempted to leave,0.0005688400000000149
429117,0.27557063,0.72442937,"@ebb_surgick my brothers fired my ass up everyday as a kid, had to learn to be quick on my feet and fire back. been roastin ever since lol",0.0005706300000000164
335915,0.2744176,0.72558236,I'm mad that I'm already on the way to work,0.000582360000000004
328211,0.27439785,0.72560215,@Bayonethics @IroynA My beard was incompatible with my job.  Thanks to Airport's Law I don't miss it.,0.000602149999999968
107749,0.27439728,0.7256026999999999,You fired...that's funny,0.000602699999999956
526988,0.27560702,0.72439295,@BriKFred yeah and I'm feeling sick to my stomach so that does help): I just called work and told them I would be late ): 😴😴😴,0.0006070499999999424
216491,0.27560785,0.7243921,"@elcid18 @matrobinson88 John, between ages 4-7 my family lived in Carr Bank Cottage over Grindsbrook in Edale. Mum worked at the Nags Head.",0.0006078999999999946
208309,0.27438924,0.7256108,@carissarenae22 okay I'm off work at 4☺️😘,0.0006108000000000224
31349,0.2756245,0.7243754,Get to see friends tomorrow!!!!!!! Gotta endure work today but it will be okay,0.0006245999999999752
449140,0.27437207,0.72562796,I can't do homework because my mom lost my scientific calculator 😫😫😫😫😫,0.000627959999999983
454496,0.2743616,0.72563845,RT @sexedupnarry: #10FactsAboutMe im so depressed that its really hard to fake a smile and i wish my suicide attempt wouldve worked,0.0006384500000000681
299778,0.27434632,0.72565365,"#25484 Last year I was making $16.50hr, 40hr work week, my health insurance was $70mo, a little high for... https://t.co/05EUaigNY0",0.0006536500000000611
13238,0.27434102,0.72565895,Thank god i'm only working 5 hours today.,0.000658950000000047
117014,0.27433518,0.72566485,Nothing better than starting out spring break by working! #not,0.0006648500000000501
284201,0.27570224,0.72429776,"@CSauertiegPSU To be fair, my gf has clearances and she'd be fired plus some if she did what Hillary did.",0.0007022399999999651
184064,0.2757143,0.72428566,"Today I was just giving out L's today. At work, in 2k and in bowling",0.0007143399999999245
79065,0.2742795,0.72572047,If anyone is looking for me from Sunday-Thursday I'm working and I got time for shit. 🤑,0.0007204699999999731
518599,0.27427486,0.7257251,"RT @TheStephenLynch: I would take the day off from my job at the fertility clinic, but I've got loads to do",0.000725100000000034
460390,0.27573946,0.72426057,After my vacation at the end of the month I WORK !!!!!!,0.0007394299999999854
107817,0.27574155,0.7242584,Okay... I'm done tweeting now. Gotta start doing my chores before my parents gets home from work.,0.0007416000000000089
42576,0.27425608,0.7257439,Thank god I'm off tomorrow after working 7 days this week😻,0.0007439000000000195
110604,0.27575558,0.7242444,My already amazing job just got better with a raise. I can dig it.,0.0007555999999999674
438868,0.27575904,0.72424096,RT @Fitzpire: I work too hard to be ballin on a budget.,0.0007590399999999331
142478,0.27424043,0.72575957,I'd quit everything just to be perfect for you.,0.0007595700000000427
214374,0.2757645,0.7242354999999999,Life's gonna get worse I should quit now!!!!!!!! :),0.0007645000000000568
53120,0.2742009,0.72579914,@Kelly_Roberts_ *coming over to you. I'd had to go some actual work today. It was hanks days off*,0.0007991400000000315
221468,0.27419624,0.7258038,I want to leave work and just go home and not do anything. Especially since my leg decided to be a little bitch and hurt today 😑,0.0008038000000000212
120604,0.2741877,0.72581226,I really hate coming home from work and having to cook something for myself.,0.0008122600000000091
137370,0.27581459999999997,0.7241854,I couldn't even finish my workout,0.0008145999999999987
309556,0.27417803,0.7258220000000001,@JayLJohnston Yeah I quit using it because there were reports it was strayimg from the straight and narrow and into some dubious areas.,0.0008220000000001004
