tweet_id,text,score,rank,point,class
9.43341E+17,So I almost got fired to night lol,0.464369595,321,3,1
1.18744E+18,@tokeprincess Same i just got laid off today just when I thought things were picking up from My Wife and Kids this happens,0.463083953,322,3,1
4.03758E+17,I'm on strike.....,0.462120593,323,3,0
5.76656E+17,Anddd it's 4 a.m. again.,0.461614937,324,3,0
1.24356E+18,I just got laid off until further notice and I can’t stop crying..,0.461565703,325,3,1
8.55504E+17,I liked a @YouTube video https://t.co/ScKVuPtEsh I Just Got Fired From PetSmart,0.461275637,326,3,1
9.52026E+17,@CIothesPorn I have so many bills😭 my bank account was just closed becayse i couldnt pay the bill on it. And im about to lose my job😭😭,0.326384127,1001,4,1
7.40382E+17,been bummed and butthurt all day today,0.32629022,1002,4,0
6.38111E+17,I am on fucking fire today #IndyCar,0.326260209,1003,4,0
7.79115E+17,I liked a @YouTube video from @purrteen https://t.co/tI6Fjmvuy5 BPI WATERMELON FLAVORED BACON! - I ALMOST DIED!!,0.326168209,1004,4,0
1.82954E+17,Flamed lol,0.326058894,1005,4,0
1.2235E+18,@v_verite @GiancarloC1985 @RobinHoodReport @thequianafulton @DemocratHoosier @cmclymer They blocked me lol,0.326012462,1006,4,0
8.78465E+17,@zakwarner It deleted me,0.325942785,1007,4,0
2.1581E+17,"Fucken pissed off, again.",0.325650692,1008,4,0
7.04316E+16,@LatoriaColmanMC and @CaronSavory unfollowed me today ... checked by http://fllwrs.com,0.325497895,1009,4,0
1.04305E+18,"I quit my job today, and now I can’t even focus on starting this speech I gotta present at 11am😭😭😭 my life is crashing",0.325378031,1010,4,1
1.96068E+17,@HalvePast @OurTimeToWin and @boricuamorena27 unfollowed me [ checked by http://t.co/nhD5e7Zb ],0.240820125,2155,5,0
7.93207E+17,@The_OriginalJB_ @doesdanieltweet I quit a long time ago now I'm just here ¯\_(ツ)_/¯,0.240790337,2156,5,0
1.21447E+18,@_Addrriiaannnaa She was pissed at me,0.240782306,2157,5,0
7.28838E+17,Lol so I got fired cause my work voted I was a bitch... Alright,0.240770206,2158,5,1
7.21871E+17,Shots fired. 😂😂😂😂,0.240745351,2159,5,0
5.14609E+17,Shots fired. 😂😭,0.240745351,2160,5,0
4.74251E+17,Shots fired. 😑,0.240745351,2161,5,0
6.3928E+17,Shots fired.🔫🔫🔫🔫🔫🔫🔫,0.240745351,2162,5,0
6.90148E+17,Shots fired. 😎,0.240745351,2163,5,0
4.41396E+17,Shots fired.💀,0.240745351,2164,5,0
8.95427E+16,@DeekDeek lol! No one called me! Next time!! ;-),0.164650127,4642,6,0
4.92392E+17,@k_ugger Don't be. I resigned.,0.164634421,4643,6,0
8.30906E+17,@LBenveniste oh my god how many people saw me,0.164583504,4644,6,0
3.62323E+17,@_gloriabeyer you unfollowed me?,0.164555699,4645,6,0
1.22745E+18,@gurleygurl I fired a couple from my twitter tonight for saying that. https://t.co/fEHHV4pcey,0.164516941,4646,6,0
9.0624E+17,@SmokeyTheBearr @2hit_or_miss Right? Well she's fired.,0.164490312,4647,6,0
4.48272E+17,Damn again tho😔,0.164482459,4648,6,0
7.44316E+17,Damn again 😂,0.164482459,4649,6,0
8.87453E+17,So many people turned they back on me.,0.164472759,4650,6,0
1.12928E+18,My manager really mad mad lol he replied with a simple “K” 😂 Im about to get fired,0.164457634,4651,6,0
5.34891E+17,"@NPF Stress set me off, feet &amp; hands only. So I retired, Nothing helps but Turmeric &amp; curcumin, with Hawaiian Moon Aloe, Cream...",0.109464243,10001,7,0
4.3735E+17,"@78johnbecker ... but, i'm 29 today, hahahah :D",0.109456539,10002,7,0
6.67896E+17,@AquariusUnite @LaurenMarie519 what happened to me 😒😒😒,0.109454386,10003,7,0
1.15001E+18,@nswenson413 All 3 foot sites banned me and I never refreshed with 1 tab each lol,0.109453946,10004,7,0
1.19215E+18,XFl about to be fire! https://t.co/p78GrGKmTe,0.109441079,10005,7,0
6.65642E+17,Hey @RickGlassman.  Much respect to the cast👍and crew.  So bummed we didn't get to see the show in person.  Maybe next week.  Can't wait!!!!,0.109421767,10006,7,0
7.93585E+17,@basicallysacha rachel unfollowed me then followed me again 😂,0.109417036,10007,7,0
5.5048E+17,"January 1,2015 a lot of ppl won't know me y'all dead to me",0.109414011,10008,7,0
3.07218E+17,She's slowly controlling me,0.109413624,10009,7,0
6.32771E+17,@mvtherteresa that's me,0.109408908,10010,7,0
3.67468E+17,I was gone for two weeks and @L0_ca forgot about me,0.078488007,17783,8,0
5.43576E+17,It's Friday again. What's happenin,0.078487083,17784,8,0
8.75847E+17,@Ce_Ce_Dee @HyphonixTwitch @scheebs I'm irrelevant now,0.078477792,17785,8,0
2.47514E+17,@Drippenwet84 without me??,0.078476533,17786,8,0
6.72152E+17,"@sexyrosetyler5 long story short, he blocked me",0.078476213,17787,8,0
6.13134E+17,Don't go all bitchy on me,0.07847558,17788,8,0
7.68681E+17,@Yarvon1 no nigga you don't call me,0.078471109,17789,8,0
9.32344E+17,And again...sack,0.078462355,17790,8,0
5.06796E+17,Know with all of your heart you can't shake me,0.078462213,17791,8,0
1.83178E+17,The lady across from us laughin at me.,0.07846126,17792,8,0
1.0493E+18,"@MrRock1217 @JonSprained @WA_Silenced_Maj @Barnett20Todd Sorry I was talking to Jon, who has hence blocked me",0.054872166,31623,9,0
4.48513E+17,I don't even know why she's mad at me!!?? 😕,0.054870561,31624,9,0
2.88304E+17,I don't think there's been one day that I haven't been sick in some type of way.,0.054870337,31625,9,0
1.03533E+18,"someone unfollowed me, what was the final straw?",0.05487011,31626,9,0
9.31188E+17,@gabriela_sophia Damn. I got deleted too.,0.054867815,31627,9,0
3.71699E+17,im full again.,0.054867651,31628,9,0
1.09195E+18,And I’m only 23.,0.054866266,31629,9,0
3.708E+17,No one Snapchats me back 😔 #sadlife,0.054864835,31630,9,0
5.04275E+17,Do yourselves a favor and don't look at me today,0.054863248,31631,9,0
4.48311E+17,@KirstnYelln awww didnt call me.....,0.054861877,31632,9,0
8.58332E+17,Living He loved me dying He saved me!!,0.038043119,56235,10,0
7.5226E+17,@JeffreyHayzlett You followed me so I followed you. You just unfollowed me so I'm unfollowing you.,0.038042795,56236,10,0
8.75952E+17,@thisgirlluvsrap That's not me,0.038041987,56237,10,0
5.36005E+17,Ask dem hoes... Ask them hoes bout me,0.038041502,56238,10,0
1.23424E+18,I know my dad did not just say no to me,0.038041342,56239,10,0
3.9539E+17,@spencerpyoung hahahaha story of my life,0.038041182,56240,10,0
3.29805E+17,I double cup everything because that's me,0.038040861,56241,10,0
1.66697E+17,Non nerds just don't understand me,0.038040694,56242,10,0
3.26577E+17,You didn't know I was already broken,0.038040224,56243,10,0
7.0379E+16,@musewatson Soo bummed!,0.038040046,56244,10,0
7422612499,Today was our first day back,0.026493765,100001,11,0
4.39914E+17,Haven't really been myself these past couple of days,0.026493765,100002,11,0
2.26382E+17,@WillyTRyan call me,0.026493648,100003,11,0
7.07402E+17,@macrojoeym sounds good to me I'm off tomorrow so lmk,0.026492855,100004,11,0
9.1453E+17,"who am I kidding ?, you don't care about me . you never did",0.026492745,100005,11,0
5.06883E+17,Things are perf again. 😍,0.026492681,100006,11,0
1.20207E+18,I don’t care if boring people don’t like me,0.02649262,100007,11,0
2.87683E+17,I've been out since 11 and I'm dead.,0.026492288,100008,11,0
1.86768E+17,mad tired ... if summer was only here. #bummed,0.026492288,100009,11,0
8.42274E+17,I hate that some people still have the power to hurt me,0.026492171,100010,11,0
1.17493E+18,"It's the small victories. Like returning my rank back to plat. I was getting bummed I dropped all the way to gold again, but you can't give up like that.",0.019975223,158490,12,0
1.12257E+18,"@DelanieRickman @CNN You were right, you can’t fix stupid. A Libby calling me a ‘fool’ now that’s really funny!!!!!!",0.019975143,158491,12,0
1.03854E+18,@WhateversCool14 Ohhhhhh someone’s tweeting again?,0.019974973,158492,12,0
1.1541E+18,"I’m literally in such a good mood even though I’m tired af, I can’t stop smiling 🤗 it’s been awhile",0.019974973,158493,12,0
1.1523E+18,"People Act Like They Fuck Wit Me, I Act Like I Believe Em💯",0.019974967,158494,12,0
4.70756E+17,I'm rude they say !,0.01997491,158495,12,0
8.78799E+17,"Even though y'all don't miss me, but whatever 💁🏽",0.019974887,158496,12,0
8.25999E+17,Took me 2 hours to fall asleep. I'm awake again. And I can't decide if I'm starving or need to throw up.,0.019974882,158497,12,0
1739128157,@msfelicialee i've been fired liiiike 50 times by you. its old news.. just like ur fart holes.,0.019974712,158498,12,0
3.85779E+17,@sjchalk Government shutdown.,0.019974662,158499,12,0
9.55642E+17,@mccuaig_jt14 I can tell. you don’t even like me,0.015263737,251189,13,0
3.34509E+17,@jorgeKygro are you saying that I'm not freaking amazing?,0.015263737,251190,13,0
1.07889E+18,@saddgay I'm gay because you didn't say no. 😱,0.015263601,251191,13,0
1.01175E+18,i had an awkward high five with my boss so now i have to quit my job,0.015263537,251192,13,0
7.04495E+17,@_DDaniela7 @NoChilIVideos I'm dyinnnnnn😂,0.015263472,251193,13,0
4.02969E+17,My mom asked if I had any cash... I said $5? She told me to give it up haha my mom robbed my ass,0.015263464,251194,13,0
9.46829E+17,Ya don't feel me low-key wanna kill me,0.015263408,251195,13,0
2.83372E+17,I'm not a second option. You either choose me or you damn lose me,0.015263401,251196,13,0
6.09537E+17,"How can someone just up and decide one day ""yup I'm black now"". Our society is creating some fucked up shit",0.015263401,251197,13,0
3.73895E+17,Fresh to death like the afterlife,0.015263335,251198,13,0
3.79439E+17,Nobody gets my jokes anymore,0.01196527,398108,14,0
2.70565E+17,So I didn't get today off.. 😔,0.011965236,398109,14,0
8.66754E+17,Somebody bring me something fire,0.011965225,398110,14,0
5.38958E+17,Nothing is going right this week,0.011965225,398111,14,0
5.05234E+17,It bothers me that you aren't stopping me but it shouldn't cause we aren't dating.,0.011965219,398112,14,0
7.72994E+17,Geez thanks🙃,0.011965167,398113,14,0
7.90419E+17,"You threw me away
Just like all the others
It's been 7 days
Not a single word",0.011965167,398114,14,0
1.0617E+18,@ThatPunchKid i got banned for 15 days but i shall still preach the good word,0.011965167,398115,14,0
5.28299E+17,Geez 😟,0.011965167,398116,14,0
9.61662E+17,@loss_for_words It was a good day lol.,0.011965129,398117,14,0
3.50127E+17,"Fuck off, thought you were there for me but guess not. I'm glad you aren't in my life anymore. #sorrynotsorry",0.009392958,630958,15,0
1.22234E+18,"Man it’s barely Tuesday and I’m dead, gotta stay on that grind tho!",0.009392958,630959,15,0
3.40107E+17,I added a video to a @YouTube playlist http://t.co/P7NJWy2Vu5 Just Call On Me,0.009392958,630960,15,0
9.1286E+17,Damn #thisisus has me ugly crying again,0.009392958,630961,15,0
1.07407E+18,"@LILBTHEBASEDGOD bless me basedgod, bless my sunday",0.009392958,630962,15,0
1.15171E+18,@Kyleemakae Now you really won’t get rid of me or have to drive me back home😂,0.009392958,630963,15,0
1.13929E+18,@okayjobros @FrancesWangTV So it’s not just meeeeeee 😏,0.009392958,630964,15,0
3.59123E+17,@mylarryheart and get notifications because of me??,0.009392958,630965,15,0
3.24326E+17,"same lies, different day.",0.00939295,630966,15,0
1.17195E+18,"*have, even, aaaaaaaa",0.009392931,630967,15,0
1.23654E+18,Chile....a white woman called me a bitch today b.c I “took her parking spot” 🙄🙃,0.007529582,1000001,16,0
7.91965E+17,I jus woke up 5min before my alarm,0.007529582,1000002,16,0
8.2467E+17,"If you gone talk shit about me, don't bring your fake ass back to my face 🙌🏾☺️",0.007529582,1000003,16,0
6.94963E+17,"""Fuck this and Fuck everyone!"" #throwback",0.007529578,1000004,16,0
4.06101E+17,Grandma said she liked my dougie.  #thuglife,0.007529578,1000005,16,0
7.59132E+17,"Well folks I'm off next week but don't worry, I've instructed everyone at the Statehouse to not do anything while I'm gone.",0.007529578,1000006,16,0
8.34615E+17,Good today was going so great until now,0.007529578,1000007,16,0
7.45389E+17,@Lysdaniellee THIS IS SO ME,0.007529578,1000008,16,0
18594235811,"Why don't you love me, tell me baby, why don't you love me? (8)",0.007529578,1000009,16,0
2.11295E+17,Who the hell was that...,0.007529571,1000010,16,0
