tweet_id,text,score,rank,point,class
7.38304E+017,"#hiring right now: Unit Clerical in #RockyMount, #NC https://t.co/nVvHr9PSUk #jobs #job",0.999115288,4642,6,1
6.29748E+017,"ADT Corporation is hiring a #Residential #Sales Representative, apply now! #Billings #jobs http://t.co/THuVSnuoq3",0.999115288,4643,6,1
6.27552E+017,"marriott is hiring! #Housekeeping #Aide in #Boulder, apply now! #jobs http://t.co/uz18QFJWJB",0.999115288,4644,6,1
1.72121E+017,We are #hiring #OregonState students to join our team! http://t.co/IE430D3l #job #recycle,0.999115288,4645,6,1
6.00439E+017,★ JOB ★ #hiring #job #Searcy - Temporary Sales Associate-maurices http://t.co/GMzfqelBI8 ☜ view details #jobs,0.999115288,4646,6,1
6.14985E+017,★ JOB ★ #hiring #ITJob #Job # Na Ah Tee - Solution Consultant - S&amp;D http://t.co/BQU6JGqlGn ☜ view details #jobs,0.999115288,4647,6,1
6.93905E+017,"TELETECH is hiring a #Sales #Manager, Digital Marketing Call Center, apply now! #Tempe #jobs https://t.co/x5lZ1BkFeD",0.999115288,4648,6,1
1.21142E+018,"We are #hiring RN - Registered Nurse - Operating Room in Albuquerque, NM https://t.co/G7aaIUyWmZ #jobs #Albuquerque",0.999115288,4649,6,1
6.96093E+017,"Tractor Supply Company #Retail #Job: Store Receiver (#Ashland, VA) https://t.co/GxM0oKmlA3 #Jobs #Hiring #CareerArc",0.999115288,4650,6,1
6.28629E+017,"★ JOB ★ #hiring #ITJob #Job #Fargo - PHP web developer Ajax, JSON (Fargo) http://t.co/SuaFP3c9Ew ☜ view details #jobs",0.999115288,4651,6,1
7.04431E+017,"Coastal Pay is #hiring Traveling Account Executive in Grand Island, NE https://t.co/eHGuzwzWaF #jobs #GrandIsland #Sales #BizDev",0.999111474,10001,7,1
6.64066E+017,We're #hiring! Click to apply: Psychiatrist - Locum Tenens - https://t.co/ztNURfETjp #psychiatry NJ #Job #Jobs,0.999111474,10002,7,1
1.04723E+018,"We are #hiring DOSIMETRIST in Goshen, IN https://t.co/3dw9XBNv4l #jobs #Goshen",0.999111474,10003,7,1
6.34597E+017,"#RobertHalf is hiring a Senior #Accountant, apply now! (#Princeton) #job http://t.co/SN2JbZPVHN",0.999111474,10004,7,1
4.35822E+017,"Hiring an Application Developer in Lincolnshire, IL http://t.co/rxdDgAowq8 #job",0.999111474,10005,7,1
4.94962E+017,We're hiring a Management Job Fair Memphis TN and Surrounding Area in #Memphis http://t.co/onG0eH7xps #job http://t.co/Cjc3vcmvua,0.999111474,10006,7,1
6.9521E+017,"Health Services Director position is open for apply in #Denver, #CO https://t.co/3oCrhdZ6nG #jobs #hiring",0.999111474,10007,7,1
1.03154E+018,Now hiring for 23 #IT #job opportunities in #Arkansas. https://t.co/tPuDLFkyHV,0.999111474,10008,7,1
6.94538E+017,"#hiring right now: Systems Analyst Senior in #Columbus, #GA https://t.co/Au4W2BZC9M #jobs #job",0.999111474,10009,7,1
1.07729E+018,"#RB is hiring! Senior Financial #Analyst, #Sales &amp; Marketing in #ParsippanyNewJerseyUnitedStates, apply now! #job https://t.co/CwkzrH3SNg https://t.co/T6DHUjGEq0",0.999111474,10010,7,1
6.11983E+017,We are hiring! Looking for a part time security agent. Apply to join our team! #jobs #denverjobs #securityjobs http://t.co/awgXxV3dy6,0.999108016,17783,8,1
3.43339E+017,"Now Hiring: UX Designer  in New York, NY http://t.co/EPYBgeMJOO #job",0.999108016,17784,8,1
2.96045E+017,"Hiring an UI/ Vizualization Engineer in Raleigh, NC http://t.co/n2V906dI #job #ui #developer",0.999108016,17785,8,1
7.10401E+017,Club Staffing is #hiring Certified Radiology Technologist - (RAD Tech) https://t.co/mLXBO6tqAB #jobs #KansasCity,0.999108016,17786,8,1
7.44155E+017,"Aerotek #CustomerService #Job: Benefits Counselor (#Addison, TX) https://t.co/npSFKCnElv #Jobs #Hiring",0.999108016,17787,8,1
6.21379E+017,★ JOB ★ #hiring #ITJob #Job #Harrisonburg - Pressure Washing Services http://t.co/sEkopVZOVj ☜ view details #jobs,0.999108016,17788,8,1
6.98206E+017,"Apply now for Multimedia Technical Operations in #NewYork, #NY https://t.co/xVKKl1efUo #jobs #hiring",0.999108016,17789,8,1
4.02636E+017,#Trans-West Network Solutions #hiring #sales,0.999108016,17790,8,1
6.24713E+017,Want to work at Declare Publishing? We're #hiring in #USA! Click for details: http://t.co/bialX9kHsQ #SocialMedia #Job #Jobs #CareerArc,0.999108016,17791,8,1
5.9815E+017,★ JOB ★ #hiring #job #Tampa - PEDIATRIC HEMATOLOGY/ONCOLOGY PHYSICIAN http://t.co/qfiYMHXJIu ☜ view details #jobs,0.999108016,17792,8,1
7.09848E+017,"We're #hiring! Read about our latest #job opening here: Accounts Receiviable II - https://t.co/haMi51GZIE #Chicago, IL #Accounting",0.999103487,31623,9,1
6.5224E+017,"#DimensionData is hiring a Senior #Software #Engineer, apply now! (#Pleasanton) #job http://t.co/vcXgAF5c7g http://t.co/E0JBxi6Uuv",0.999103487,31624,9,1
6.1489E+017,★ JOB ★ #hiring #job #Conway - Student Truck Driver - Sign On Bonus! http://t.co/sDeZOERqGm ☜ view details #jobs,0.999103487,31625,9,1
6.50521E+017,Looking for a #Data #Entry Representative #jobs http://t.co/3aEzV7HozK http://t.co/KEir0ZNkgN,0.999103487,31626,9,1
7.96472E+017,"We're #hiring! Read about our latest #job opening here: Brand Management - Freshman Leadership... - https://t.co/OeUFrS8YvI #Cincinnati, OH",0.999103487,31627,9,1
6.43449E+017,"We're #hiring! Read about our latest #job opening here: Azad &amp; Co. Jewelry Design Internship - http://t.co/5uKNJBDLi0 #NewYork, NY",0.999103487,31628,9,1
8.14125E+017,The latest RepRight ! https://t.co/YCftnK8I4W Thanks to @rredo47 #houstontx #hiring,0.999103487,31629,9,1
5.23614E+017,"#RobertHalf is hiring a #Analyst - Fort Worth #Investment Firm, apply now! (#FortWorth) #job http://t.co/9GN0FU9wzD http://t.co/a3udOUqa5c",0.999103487,31630,9,1
6.2207E+017,"Aerotek: Architectural Drafter (#Seattle, WA) http://t.co/ABbWYGgv11 #Engineering #Job #Jobs #Hiring",0.999103487,31631,9,1
7.38044E+017,"We're #hiring! Read about our latest #job opening here: Food and Beverage Attendant - https://t.co/ZvLDXGPxMf #Stowe, VT #Hospitality",0.999103487,31632,9,1
7.74702E+017,"See our latest #WestMonroe, LA #job and click to apply: Carhop/Skating Carhop (Server) - https://t.co/FVo4PnWxd8 #SONIC #Hospitality #Hiring",0.999096751,56235,10,1
4.13159E+017,"#DLSJobs #TXJobs #jobs | Assistant Store Manager at Ross Stores (Dallas, TX) |=&gt; http://t.co/IgMhafGYnO http://t.co/48rzr0uQFp",0.999096751,56236,10,1
8.07725E+017,#HR #SanFrancisco #Business:  Hiring?  Join our FB Group: https://t.co/s3TdUwPfOT,0.999096751,56237,10,1
6.67088E+017,"Interested in a #Hospitality #job near #Savannah, GA? This could be a great fit: https://t.co/qzypzIpbGU #KellyJobs #KellyServices #Hiring",0.999096751,56238,10,1
7.69979E+017,"Can you recommend anyone for this #job? CSA - Front Loader - PT - https://t.co/N3iGj1rsZI #CustomerService #Charleston, SC #Hiring",0.999096751,56239,10,1
5.33245E+017,"Looking for a SQLServer DBA in New York, NY http://t.co/beBBGSJRuq #job",0.999096751,56240,10,1
6.16043E+017,"The MENTOR Network #Healthcare #Job: Caregiver (#CarsonCity, NV) http://t.co/OR8gmvSO5k #Jobs #Hiring #TweetMyJobs",0.999096751,56241,10,1
3.54291E+017,"I'm hiring! Senior Project Manager at W.G. Tomko, Inc. - Greater Pittsburgh Area #jobs http://t.co/dW4mQWfnMg",0.999096751,56242,10,1
7.06936E+017,"See our latest #Charlotte, NC #job and click to apply: Model Risk Management Officer - https://t.co/NuJqKLV23I #BusinessMgmt #Hiring",0.999096751,56243,10,1
7.20647E+017,"#BusinessMgmt #Job alert: Manager Media Analytics | Cancer Treatment Centers of America | #BocaRaton, FL https://t.co/7BurSnynFi #Jobs",0.999096751,56244,10,1
8.77908E+017,"This #job might be a great fit for you: Advisor, Financial Analysis (Global Financial Services) - https://t.co/NBa0e1KLLP #DellJobs",0.999083638,100001,11,1
7.58632E+017,"Interested in a #job near #SouthBend, IN? This could be a great fit: https://t.co/sjszYP63KY #Banking #Hiring #CareerArc",0.999083638,100002,11,1
9.99646E+017,"Now Hiring: Lecturer | European Civilization Core and the Program in Law, Letters &amp; Society | The Universi | https://t.co/fqqQn47pg6 #jobs",0.999083638,100003,11,1
4.92572E+017,"#engineering #jobs Entry Level Release Engineer - Omnitracs -  San Diego, CA  http://t.co/cXnH3LcUmT",0.999083638,100004,11,1
6.21068E+017,Are you a #Administrative #Assistant in #LosAngeles? #RobertHalf is waiting for you! #job http://t.co/F0YA4W3i8m,0.999083638,100005,11,1
7.54786E+017,"Can you recommend anyone for this #job? Customer Service Associate - https://t.co/QFHUjhtqEN #Retail #JUPITER, FL #Hiring #CareerArc",0.999083638,100006,11,1
8.92128E+017,"We're hiring a #PPC Associate! If you're ready to take your paid search career to the next level, check it out: https://t.co/nD6adCmpWB https://t.co/XiS60tz2L2",0.999083638,100007,11,1
5.02894E+017,"#Transportation #Job in #Morrisville, NC: Trucking Operations -... at Averitt Express http://t.co/5zydb1MFXw #VeteranJobs #Driver",0.999083638,100008,11,1
4.28731E+016,"Chesapeake Energy Corporation is looking for: Physical Security Administrator
http://jobvite.com/m?34371fwZ #job",0.999083638,100009,11,1
6.98151E+017,"Great Job Opportunity: Sr Security Engineer in Spartanburg, SC https://t.co/78q08qmCOo #job",0.999083638,100010,11,1
6.94969E+017,@cohgov We're recruiting for a Const on-site Super in #HollywoodFL. Do you have what it takes? Check us out at https://t.co/FTnkPxyyUE #jobs,0.999055564,158490,12,1
6.70631E+017,"Want to work in #Cleveland, TN? View our latest opening: https://t.co/PZp1bjaiui #Sales #Job #Jobs #Hiring #CareerArc",0.999055564,158491,12,1
4.66707E+017,Children's Program Coordinator http://t.co/3fNb00c5cT #job,0.999055564,158492,12,1
4.92988E+017,"#LVL #jobs | Restaurant Assistant Manager (J3J5YB6VVS8JF9T0W62) at Bob Evans (Louisville, KY): Division.. =... http://t.co/I4TSl3ORlV",0.999055564,158493,12,1
3.0703E+017,"#nurse #jobs CNO Analyst/Engineer at Raytheon (Annapolis Junction, MD): TS/SCI with Full Scope Clearance Requi...  http://t.co/zOsRAq807Q",0.999055564,158494,12,1
6.08022E+017,wants to work? Give a Dog a Bone is #hiring #Arlington #job #work Needs available Mon - Fri ((11 AM - 4 PM)) perfect #dc #students,0.999055564,158495,12,1
2.1558E+017,"Unit Coordinator - (Boston, Massachusetts) http://t.co/3CEv2FVf #jobs",0.999055564,158496,12,1
2.93529E+017,"Cardiology Interventional Physician - HCA Healthcare (Brownsville, TX) Job (Brownsville, TX)  http://t.co/ryj7b2Lx  #job #jobs #Brownsville",0.999055564,158497,12,1
8.29763E+017,"WGBCO is Hiring! From a Personal Insurance Producer to a Staff Accountant, we are looking to add to our team! 
https://t.co/t0zcWsnmdO https://t.co/Y3hIdALXrW",0.999055564,158498,12,1
6.50492E+017,Apply now to work for #Staples as #Sales #Associate in #NewYork! #job http://t.co/6yb1UvP52R,0.999055564,158499,12,1
1.10764E+018,Can you recommend anyone for these 81 #GeneralScience jobs in #Houston? Click the link in our bio to see them.,0.99897635,251189,13,1
1.01315E+018,Mammoth Advertising is looking for a Motion Designer in NYC https://t.co/zvdxUx3eVA,0.99897635,251190,13,1
1.15827E+018,Sr. Principal Communications Systems Engineer – San Diego Jobs https://t.co/RGlSzgJngd,0.99897635,251191,13,1
4.51197E+017,#Job #Georgia Rental Sales Associate: Successful Full Time Rental Sales Associates in this location have the o... http://t.co/wvqXDowgJW,0.99897635,251192,13,1
1.18778E+018,Wanted: Front-end Engineer @taskade https://t.co/ZeAI1vTl31 https://t.co/C3V48fF0ms,0.99897635,251193,13,1
6.18375E+017,"Immediate Need - Sr. A/V Specialist in Washington, DC http://t.co/GkAA6R6O7I #DCLEGALJOBS",0.99897635,251194,13,1
8.92854E+017,Considering a new #career in #eCommerce? Apply today to join the #Miva team as a #webDeveloper. https://t.co/Y4aVFSc08u https://t.co/QdEQ07Pllm,0.99897635,251195,13,1
2.81879E+017,Search Health Jobs $ Travel Nurse - Travel Nurse - RN - Pediatric Emergency Room (48044) at Fastaff Travel Nursi...  http://t.co/Vauwb7dU,0.99897635,251196,13,1
1.12032E+018,"Class A CDL Truck Driver Recent Grads We're looking for YOU: CRST International - Fayetteville, AR - One Small Step for CRST, One Giant Leap for the Trucking Industry. Pay increase for new Class A CDL Holders! Call… https://t.co/JpgxfoUWeH For More Jobs &gt;&gt;&gt; Please Go2 Our Page!",0.99897635,251197,13,1
1.00397E+018,We have 258 #Retail #jobs open today in #Detroit. https://t.co/EGLjVFThx6,0.99897635,251198,13,1
8.67833E+017,How hiring a design agency can help elevate your business: https://t.co/vUMxjn92XO #rdg #branding #Cincinnati #ohio #design #strategy,0.998799801,398108,14,1
5.37584E+017,SignUp 2014: Refer New AITP Members - Association of Information Technology Professionals http://t.co/2J4qtCSbYA,0.998799801,398109,14,0
9.63451E+017,"💕Attention newly engaged couples! 
Check out our wedding promotion for this month! 
For More Information Call... https://t.co/8EXqFhKUSv",0.998799801,398110,14,0
1.69499E+017,"Challenging Position at Fun, Growing Austin-Based Company (1301 S. Mopac Expressway): Job Title:  University Rel... http://t.co/I1JktXKn",0.998799801,398111,14,1
6.3053E+017,We're looking for #Systema and #Krav Maga instructors in the N.VA and Richmond areas.,0.998799801,398112,14,1
4.95325E+017,#Stock Watchlist you should be looking at $BMY $DDD $ROVI $AMZN Give it a try http://t.co/u45o5ISPJt,0.998799801,398113,14,0
5.90616E+017,"If you are thinking of doing any home improvements, check this out! Always remember to not over improve for your... http://t.co/oqWWbvmcFO",0.998799801,398114,14,0
2.55649E+017,"Online Software Training
http://t.co/wQ7zUmjl
http://t.co/XB65SINh",0.998799801,398115,14,0
3.29465E+017,"Texas Jobs $$ Production Clerk I (12691) Bakery (TEX) at Safeway (Bedford, TX)  http://t.co/D3cyWu2mrP",0.998799801,398116,14,0
9.68139E+017,"We have a client looking for at least one qualified Fanuc programming resource with experience in iRVision. Base rate of pay is $68/hr. on Net 30 terms, but rates may vary based on experience and work requirements. https://t.co/5AEsC06FdX https://t.co/JnWS5pmll9",0.998799801,398117,14,0
1.07764E+018,Be sure to make your way over to our #website or give us a call to learn more about our #indepthservices in Conover. Call us at # (828) 372-4808 today! #GeneralContractor #HomeBuilder #NewConstruction #HomeFlooring #HomeDesign #HomeImprovement #Conover ... https://t.co/F4iY3D0lKT https://t.co/KskTS3xXEg,0.998303652,630958,15,0
1.02998E+018,"New Listing: Single-Family $174900 4 beds 3.1 Baths,77338 https://t.co/Zifwkr8i23 Coldwell Banker United, #Humble",0.998303652,630959,15,0
3.33319E+017,Our Mental Coaching Program is up and running! Contact Power Line to reserve a spot! The next session is May 13th @ 7pm! Happy Saturday!,0.998303652,630960,15,0
8.90935E+017,Fellow #tweeters! Have you checked out our blog? Tons of #seniorcareinfo available for you to share and retweet! https://t.co/3QlI3NeCgZ https://t.co/7Fm1CnnPv6,0.998303652,630961,15,0
1.21795E+018,High level Executive is NEEDED at premiere university located in Kansas! https://t.co/2dTJYInWoz,0.998303652,630962,15,0
6.06944E+017,Is your #Customer in the center? http://t.co/bnKpZCbmj8 #sharethelove @marketingprofs @DSStrategy,0.998303652,630963,15,0
5.72865E+017,"@xx_Captainx_xx Hi! While we are not currently offering any sponsorships, we'll keep you in mind for the future. Thanks for thinking of us!",0.998303652,630964,15,0
7.64177E+017,CNA (FT Eve) Nursing Home https://t.co/9y9kddOPoc,0.998303652,630965,15,0
4.19933E+017,http://t.co/sbVscnXq8T One Willow Bridge is a great fractional real estate opportunity in Vail Village. #VailRealEstate #Vail,0.998303652,630966,15,0
8.75024E+017,I just published “Seeking: Neuroscientist Interested in Helping People” https://t.co/B77waGDNq4,0.998303652,630967,15,0
7.21349E+017,We have plenty available! https://t.co/ux3SoTuWTh,0.992716789,1000001,16,0
5.74223E+017,"Monique Thomas is a Utilization Review Specialist with IMPOWER. She's been working in this position since 2011,... http://t.co/QJEv2rRsfR",0.992716789,1000002,16,0
8.48077E+017,The latest The Grand Vie of Luxury Living! https://t.co/bppQJseTYV Thanks to @H_H_H_Living @WilRivait @lindsaytearle #luxury #luxurytravel,0.992716789,1000003,16,0
8.34493E+017,Looking for events in #Buffalo that empower women and girls or promote gender equity? Visit our Community Calendar https://t.co/hb8yVQg6kR https://t.co/Tv0woT8Kes,0.992716789,1000004,16,0
4.79019E+017,❉BRAND NEW EUROPEAN MOBILE DESK FOR SALE STARTING AT JUST $25❉ http://t.co/l5EgM5utE3 #officefurniture #miami #broward #liquidations #l...,0.99271673,1000005,16,0
1.30717E+017,"* If you've ever wanted to launch your own product online, you MUST watch this video... http://t.co/Dzf4McSN",0.99271661,1000006,16,0
1.04066E+018,"You don't need permission to go big, you just need the right community, skills and mentors. #MillionDollarWomen https://t.co/eS7OCPBG1w",0.992716491,1000007,16,0
4.88037E+017,@michaelirvin88 young aspiring writer and big fan looking for a follow?,0.992716491,1000008,16,0
6.43772E+017,"Right here dad!!!
http://t.co/XID0GASNmc http://t.co/fZ6BqS1pWu",0.992716491,1000009,16,0
7.66766E+017,"Online Moodle Orientation for new RBHS Faculty is on Wednesday, Aug 24. 10-11:30am. Login with Guest Access @ https://t.co/dSfQSIWgWI",0.992716491,1000010,16,0
