tweet_id,text,score,rank,point,class
3.59415E+017,"Sitting here alone , by myself , bored , lonely someone hang out with meeeee #WAHHHHHHH :(",0.933951735,17783,8,0
1.23686E+018,Real BITCH SHIT.  I ALWAYS have the  evidents BEFORE I SAY ANYTHING &amp; that's the real reason I'm single 🤣 cant shit get pass me &amp; I hate it 🥴,0.933951318,17784,8,0
1.89572E+017,why? that is my only question #ew #supercreeped,0.933950007,17785,8,0
9.86284E+017,academic struggle,0.933949232,17786,8,0
5.94014E+017,Pregnant &amp; sick . Horrible. Just horrible 😞,0.933949053,17787,8,0
2.97549E+017,I hate being sick. #Flu #Migraine,0.9339481,17788,8,0
1.0564E+018,35 AND STILL ALIVE!  HAPPY BIRTHDAY TO ME!!!,0.933947921,17789,8,0
5.17201E+017,been single too long think i need a Gf now,0.933947802,17790,8,0
4.23723E+017,I'm An Angry Little Boy .. Lml ..,0.933945179,17791,8,0
2.69593E+017,After maternity leave I need to look for a job 😒,0.933944881,17792,8,0
2.89175E+017,Bored need to find something to do......,0.916830063,31623,9,0
3.52286E+016,"Since you got nothing to say, I guess I'll say it... I'm single and plan to stay that...: http://yearbook.com/a/10i6fz",0.916830063,31624,9,0
1.07763E+018,Alone Again !,0.916829169,31625,9,0
1.61702E+017,#30ThingsAboutMe 13. Im In College 2 Be A Pediatrician.,0.916826427,31626,9,0
5.82088E+017,Quitting my Job is just the beginning of you really knowing of what I am truly capable of accomplishing. Operation… http://t.co/rWYctEE8bp,0.91682601,31627,9,0
1.23824E+018,"@shaunking @VeronicaAttacks Weird to have been so dedicated to #M4A &amp; supporting Bernie these last 5 years and then... whoosh. I got COVID symptoms yesterday, took a sick day today, and then every business in the county shut down because of an outbreak &amp; now I’m unemployed &amp; will lose health insurance. 🙃",0.916825235,31628,9,0
3.52313E+017,At the rate I lose friends for no reason or a stupid ass one. I'm gonna be that hermit sooner then I thought. #loner,0.916824341,31629,9,0
3.41093E+017,Quitting my job today was exhilarating. Target brand.,0.916823149,31630,9,0
3.47439E+017,I failed my permit test #ImAnIdiot,0.916819394,31631,9,0
2.39418E+017,All I've accomplished today is eating. #ohwell #collegelife,0.916818321,31632,9,0
1.73971E+017,wife & 2 kids???? whaaaa??? #brettdreamscrushed,0.883360982,56235,10,0
1.01489E+018,"Being single nvr felt so good ..

Imma ride this shxt out too 😋",0.883358955,56236,10,0
2.30104E+017,I work way to much.#lifeofamanager #moneymoneymoney #subway #adultlife,0.883357644,56237,10,0
1.83E+017,What to do  #sincethingsneverwork,0.883354783,56238,10,0
1.4212E+017,@EyesLike HEAVYHEAVYHEAVY STILL AMBIENT AND CLEAN BUT HEAVYYYYYYYYYY &lt;3,0.883351803,56239,10,0
3.50519E+017,Sleeping is something I'm not good at. #insomnia,0.883348823,56240,10,0
7.32589E+017,@1079theend @5SOS WILL YOU ANNOUNCE IT ON TWITTER TOO I GOT SCHOOL MAN,0.883346498,56241,10,0
1.76761E+017,maybe they'll love more wen im gone,0.883344829,56242,10,0
1.16378E+018,@kingocraigo 800-850 subs to quit my job.,0.883344173,56243,10,0
7.60496E+017,"Attention Divided in High Dimensions

#ADHD",0.883341372,56244,10,0
2.82538E+017,Fire alarm going off at the gym #unfazed,0.80027312,100001,11,0
1.18891E+018,get me the fuck outta here. #4days #mondayz #ineedsunlight,0.800271094,100002,11,0
1.67715E+017,Its a trip to know what some people view loyalty as versus what LOYALTY IS. #imnotyourdoormat #getoverit,0.8002702,100003,11,0
6.45679E+016,Frankenstein forehead :( I'm 20 and need botox.  http://twitpic.com/4rshb6,0.800269246,100004,11,0
1.8374E+017,I have so much shit to do. But I still do nothing. #lazytweet,0.800266206,100005,11,0
8.25897E+017,"Do you trust your own instincts?  #qotd 
#life
#bossfreesociety",0.80026406,100006,11,0
3.24955E+017,"Bored, need something to do ! Hit a nigga up !!!",0.800254762,100007,11,0
9.83146E+017,PTSD - Post-Traumatic Stress Disorder https://t.co/4k758N2bvH,0.800254226,100008,11,0
5.85616E+017,Got burnt again xD http://t.co/smXHjXXUYD,0.800252914,100009,11,0
2.26054E+017,Stranded since I lost my transpass because I'm an idiot!,0.800252438,100010,11,0
1.02357E+018,@realDonaldTrump THANX 4 SAVING AMERICA! FAKE NEWS frMORON sessions will kill me his MIS-CLASSIFICATION of pot as NARCOTIC caused my Dr 2 FORCE me 2 sign LIE &amp; refused 2 refill LIFE SAVING TRAMADOL50 4 2X BRKN hip 2 FRAIL 4 3RD SUR!I'm 71 disabled RET RE BRKER STOP THIS DESPERATE,0.650934458,158490,12,0
2.84309E+017,ok who has a plow.. snow blower died.. #plowdriversaveme,0.65093416,158491,12,0
2.8117E+017,The awkward moment when you should be studying but end up just favriting every single one of @TK_6foot_7foot 's tweets. #nowblocked,0.650931835,158492,12,0
5.19761E+017,Blessed to make it to this moment. #23,0.650929153,158493,12,0
1.04661E+018,Hope folks dnt Eva be from outta town an need sumtin from me . #StraightSpinyoAss,0.650918186,158494,12,0
1.87001E+017,"I don't care if it kills me, I'm going to do whatever it takes to perfect this tumbling pass!
#cheerobsessed",0.650916457,158495,12,0
6.39623E+017,Stoned #StonerNation http://t.co/IVpDvo8arO,0.65091598,158496,12,0
1.06648E+018,being sick &amp; overthinking sucks,0.650915742,158497,12,0
5.06829E+017,I really want to see Phantom at the Fox! But I'm poor #collegelife,0.650914788,158498,12,0
8.7694E+017,@K3RIIZMA @SharpRetweets @DNR_CREW @NightRTs @GridcoreRTs @UltraRTs @ScrimFinder @LeG3nDzzEU I'm NA,0.65091145,158499,12,0
5.10578E+017,@71pinto @MrsSKCBensa exactly. #stillproud,0.444902867,251189,13,0
8.3228E+016,"Quit tryna be my lil buddy and be my nigga lbs
#lames",0.444902718,251190,13,0
3.8884E+017,Lost bailey :(,0.444901675,251191,13,0
7.95094E+017,"It's pouring rain, I'm handicapped, there is no customer care at this hour, there aren't enough scooters available. I need milk.",0.444897741,251192,13,0
1.67089E+017,I'm sooo hungry but I've eaten so much. #fatass,0.444897264,251193,13,0
5.65628E+017,Being Broke Make Me Sick  G Slicck (official musi…: http://t.co/3lOM6NkKQ0 @CHICITYHIPHOP,0.444896966,251194,13,0
7.49465E+017,mourning tonight https://t.co/C8PUaYaAQR,0.444894344,251195,13,0
4.88859E+017,Got lost in procrastination nation today. Ugh! Someone lead the way to productivity. #roughday #needtoworkit,0.44489193,251196,13,0
1.2143E+018,Not sure how I’ve gone so long without it https://t.co/mF67yamMlx,0.444890678,251197,13,0
5.94878E+017,"http://t.co/TnvGKIGWqM
Plan wisely #retirement",0.444889575,251198,13,0
1.08016E+018,I’m such an asshole. Oops,0.279756129,398108,14,0
1.32306E+017,beating a polygraph http://t.co/kdNBw0Hd Always Struggling :O,0.279755861,398109,14,0
1.01859E+018,@1980MDM @DeplorableVet67 @AngelLight2U @kanyewest Yo? What up yo? How's it going yo? Idk.. Yo lost me. Hehe,0.279755294,398110,14,0
2.35421E+017,"I can barely eat and can't talk, or open my damn mouth, fml http://t.co/kS6dEjRW",0.279753983,398111,14,0
3.37435E+016,no park today because of the rain :( #sad #hyper,0.279753506,398112,14,0
2.81377E+017,"I keep telling myself: ""Just One More Day, Just One More Day"" as motivation but its not helping! #Finals #Meltdown #SaveMe",0.279753029,398113,14,0
2.02525E+017,I am craving chocolate cupcakes. Someone bake me some? Oh wait. I'm the cupcake man! #fatass,0.279752672,398114,14,0
4.72063E+017,@JessicaEgolf me too,0.279752553,398115,14,0
2.26399E+017,Crap like that happens to me,0.279752463,398116,14,0
1.14917E+018,Bruh everyone's blocking me lately and I haven't done crap to anyone. Okay.,0.279752314,398117,14,0
1.27482E+017,just kidding I don't smoke lol...#funnythingtosay,0.181104988,630958,15,0
4.29447E+017,"@frommsb EXCELLENT advice! ""Sorry it's so messy. [DRAMATIC COUGHING FIT] I've been a bit sick.""",0.181104809,630959,15,0
3.43213E+017,"The things I get myself into -_-
#why #idk",0.18110472,630960,15,0
7.96705E+017,IT IS FOR GOD AND COUNTRY THAT THEY WILL GO AGAINST ME. LOCK ME UP,0.181104392,630961,15,0
7.35716E+016,#areasonwhyimsingle nobody can live up to my standards,0.181103677,630962,15,0
1.04028E+018,@RoD_Life2 Right!!!,0.181103617,630963,15,0
3.66762E+017,"@kaleigheliz lol i feel ya, me too",0.181103125,630964,15,0
3.05197E+017,@uINFATUATEDwVER I need one...lyk now,0.181103036,630965,15,0
2.07588E+017,My mom just called me ugly and fat. #feelingthelove,0.181103036,630966,15,0
1.44672E+017,Soo since i cant talk to dis nigga.. who wanna call me.?? loll,0.181102782,630967,15,0
4.78989E+017,This book is convicting me... Again. #FreshWindFreshFire http://t.co/zjac9SJETT,0.127037749,1000001,16,0
8.76615E+017,"Work, eat, sleep.... repeat",0.127037674,1000002,16,0
7.03774E+017,"Well, can't stream. Internet is not working right. Sorry guys. :(",0.12703751,1000003,16,0
9.52163E+017,You gotta meet me,0.127037406,1000004,16,0
5.5778E+017,@nel_o same,0.127037406,1000005,16,0
2.39636E+017,what if life was like a musical where everyone just broke out into song every 5 minutes... #killme,0.127037406,1000006,16,0
7.26791E+017,THIS WAS GREAT I AM NOT DISAPPOINTED  #BTSisonFIRE,0.127037391,1000007,16,0
7.11959E+017,Hurricane Andrew #SaferThanATrumpRally,0.127037376,1000008,16,0
3.00752E+017,@alexxmcbainn i alex,0.127037302,1000009,16,0
2.93522E+017,My daddy is gone ....,0.127036929,1000010,16,0
