rank,tweet_id,text,score,point,class,Calibrated score,log_score
321,6.90943217844429e+17,To be honest. I'm a little hung over.,0.988580048084259,3,0,0.7696735501010804,-0.0049881588907684
322,6.63666324690739e+16,"I'm lost at sea, don't bother me. I've lost my way~",0.98857992887497,3,0,0.7696543621311493,-0.0049882112607708
323,3.61937630868419e+17,I've been sick for a day. And I've already had enough.,0.98857980966568,3,0,0.7696351729193951,-0.00498826363078
324,2.64856934199464e+17,I'm in dire need of a drink. Who wants to indulge me?,0.98857969045639,3,0,0.769615982465969,-0.0049883160007955
325,3.70352391927132e+17,I've lost my keys somewhere in the mall. Oh. My. God.,0.988579273223877,3,0,0.7695488061009723,-0.0049884992958987
326,1.06073779262242e+18,im crashin,0.988579154014587,3,0,0.7695296100599114,-0.0049885516659426
1001,1.23533991712068e+18,@IHateBanshees I don't know if anything is going on. I just got home.,0.988325715065002,4,0,0.7259138503683622,-0.0050999046598359
1002,4.04704865580237e+17,NO ONE WANTS TO GO GET DINNER AND IM HUNGRY,0.988325476646423,4,0,0.7258701985319356,-0.005100009426801
1003,2.75292362165608e+17,I'm in need of prayer.,0.988325476646423,4,0,0.7258701985319356,-0.005100009426801
1004,1.2023585464294e+18,"Im having an emotional crisis , i need a wood or 6 ...",0.988325119018555,4,0,0.725804711666705,-0.0051001665772959
1005,3.509034002396e+17,I've  lost my mind &amp; am making no effort to find it this weekend.,0.988324880599976,4,0,0.7257610476830878,-0.0051002713443242
1006,3.86118868848345e+17,Ill drive but I'm trying to drink.,0.988324522972107,4,0,0.7256955425981445,-0.0051004284949143
1007,8.86940475583853e+17,@Heidispencer111 @WX_Grimes I'M DEAD. I'M ALIVE BUT I'M DEAD.,0.988324522972107,4,0,0.7256955425981445,-0.0051004284949143
1008,21861369474.0,I've had a headache for the last 2 days...,0.988324284553528,4,0,0.7256518664690338,-0.0051005332620058
1009,3.4101486625083e+17,@Mrs_Schulze heck yes!!!  I'm losing my voice!!,0.988324165344238,4,0,0.7256300265826918,-0.0051005856455613
1010,3.47023359479009e+17,It's only 9:00 AM and I need a drink.,0.98832380771637,4,0,0.7255644996378706,-0.0051007427962646
2155,4.52989500076327e+17,Shower. Bed. I'm stressed. Really bad.,0.988132059574127,5,0,0.6888543770708233,-0.0051850099552038
2156,2.90662804451627e+17,Think I'm losing a friend &amp;&amp; I haven't done anything....,0.988131940364838,5,0,0.688830499232221,-0.0051850623489491
2157,9.09242950634394e+17,@JeremyDCheek Like what? I'm lost.,0.988131880760193,5,0,0.6888185596786077,-0.0051850885458244
2158,7.4835277481175e+17,I lost my collar... and just before AC.....,0.988131761550903,5,0,0.6887946793016401,-0.0051851409395797
2159,2427516635.0,I am in info-limbo!,0.988131523132324,5,0,0.6887469134615303,-0.0051852457271088
2160,9.05461674957787e+17,I've recently lost all ambition,0.988131403923035,5,0,0.6887230279941645,-0.0051852981208826
2161,4.37792477840302e+17,Lonely. I'm so lonely.,0.988131284713745,5,0,0.6886991408254506,-0.0051853505146632
2162,7.73818958923207e+17,"Still looking for a job, been unemployed since january. Who's hiring?",0.988131284713745,5,1,0.6886991408254506,-0.0051853505146632
2163,1.22392876482183e+17,Tell me if u get this.im writing off my phone now,0.988131046295166,5,0,0.6886513613762627,-0.0051854553022429
2164,4.42142805025362e+17,"""I lost my voice, again. 😭",0.988130927085876,5,0,0.688627469091277,-0.0051855076960424
4642,2.21819222794314e+17,Lost my card -_____-,0.987886548042297,6,0,0.5883233048744215,-0.0052929282750567
4643,4.38319101857898e+17,I haven't been to math in like a month lolz I'm lost,0.987886428833008,6,0,0.5882029255079327,-0.005292980681823
4644,6.50504120252543e+17,"I'm losing my voice now , GREAT 😡",0.987886309623718,6,0,0.5880825424639984,-0.0052930330885962
4645,6022005411.0,With nothing to do to release this anger. I'm losing my mind. This mental abuse I cannot take.,0.987886309623718,6,0,0.5880825424639984,-0.0052930330885962
4646,1.2362751652874e+18,I have lost of errands to run today.,0.987886309623718,6,0,0.5880825424639984,-0.0052930330885962
4647,2.74189309471498e+17,I have a migraine from HELL!!!!!,0.987886071205139,6,0,0.5878417680577396,-0.005293137902161
4648,9.96274183754715e+17,just got off. Bored,0.987886071205139,6,0,0.5878417680577396,-0.005293137902161
4649,3.76834776675914e+17,In other news. I'm starving. Out of nowhere.,0.98788583278656,6,0,0.5876009870771408,-0.0052932427157511
4650,1.94990219081167e+17,I need a job .. Trying to get paid over here,0.98788571357727,6,1,0.5874805958153946,-0.0052932951225559
4651,3.23337096263782e+17,I'm CRAVING Denny's.,0.98788571357727,6,0,0.5874805958153946,-0.0052932951225559
10001,5.88793053466403e+17,"I'm hurting, baby, I'm broken down
I need your loving
I need it now",0.987591028213501,7,0,0.47182598732139136,-0.0054228640773549
10002,3.5252221286928e+17,"I just passed out, wtf?(x",0.987590909004211,7,0,0.4717986836640476,-0.0054229164998036
10003,2.89615403271983e+17,@kwells08 I'm trying!  I think I have the flu...,0.987590909004211,7,0,0.4717986836640476,-0.0054229164998036
10004,4.98013767206257e+16,I hate mondays and just lost power on top of it!,0.987590909004211,7,0,0.4717986836640476,-0.0054229164998036
10005,3.24604884240458e+17,I don't know what to do. Need advice.,0.987590789794922,7,0,0.4717713798056836,-0.0054229689222581
10006,1.60643667772711e+17,Some needs to call me/text cuz im loosin my mind iono wat too do please some call or text....,0.987590789794922,7,0,0.4717713798056836,-0.0054229689222581
10007,4.33084760009634e+17,IM ADDICTED HELP,0.987590789794922,7,0,0.4717713798056836,-0.0054229689222581
10008,6.72158026665583e+17,@deemula14 I'm lost,0.987590789794922,7,0,0.4717713798056836,-0.0054229689222581
10009,1.1094748324277e+18,I lost a subscriber today...why is this hitting me so hard?,0.987590670585632,7,0,0.4717440757456135,-0.0054230213447194
10010,2.56992191283593e+17,Im Speechless Right Now..,0.987590670585632,7,0,0.4717440757456135,-0.0054230213447194
17783,3.91173470538981e+17,i Need a Job ..... Well want a Job,0.987322509288788,8,1,0.41006870521938293,-0.0055409616910414
17784,3.96060925410959e+17,In serious need of my Soc. notes :( I lose everything,0.987322509288788,8,0,0.41006870521938293,-0.0055409616910414
17785,8.00883654478197e+17,I've lost too much this year. I can't bare to lose Kanye as well!,0.987322390079498,8,0,0.410041378829184,-0.0055410141277472
17786,2.69325135205503e+17,I'm too cold to study. #procrastination,0.987322390079498,8,0,0.410041378829184,-0.0055410141277472
17787,959423892.0,just got back from picnic think i am dieing,0.987322390079498,8,0,0.410041378829184,-0.0055410141277472
17788,5.51638852821991e+17,It's late and I'm still awake.,0.987322390079498,8,0,0.410041378829184,-0.0055410141277472
17789,4.91324616401752e+17,@amull04 I'm dehydrated.. I blame that,0.987322390079498,8,0,0.410041378829184,-0.0055410141277472
17790,3.28957631031042e+17,@grace_richter91 my own. I lost a little self respect.,0.987322390079498,8,0,0.410041378829184,-0.0055410141277472
17791,1.2171715305112e+18,@rutter_paulam i lost over 100 in the last month.,0.987322270870209,8,0,0.41001405272334746,-0.0055410665644589
17792,3.42054168908947e+17,"Manic Monday's a little late, but hey! I lost a day to being sick, so who's counting anyway? http://t.co/aKQKuBv6L4",0.987322270870209,8,0,0.41001405272334746,-0.0055410665644589
31623,5.3660844465324e+17,I'M SO CLOSE TO GOING HOME. Thanksgiving break can't come fast enough.,0.986988067626953,9,0,0.3354954319591695,-0.0056880977813212
31624,19963649024.0,"I jus lost \""the game\"" :(",0.986987948417664,9,0,0.3354699221747025,-0.0056881502357948
31625,1393148591.0,Lost in life. So confused...,0.986987948417664,9,0,0.3354699221747025,-0.0056881502357948
31626,3.44162403778458e+17,"@taliasugarmann do I know?! Ha. \""I've had a cold for a week and I didn't even warm up.\""",0.986987948417664,9,0,0.3354699221747025,-0.0056881502357948
31627,8.61052455643218e+17,I'm in jail now,0.986987948417664,9,0,0.3354699221747025,-0.0056881502357948
31628,4.34373768262079e+17,"\""Come on ladies, I'm going to puke. And I'm gay.\"" #ThingsMrArmstrongSays",0.986987948417664,9,0,0.3354699221747025,-0.0056881502357948
31629,1.16101804672033e+17,im getting extremely frusterated... im not feeling well today and some people need me to explain why im sick... pisses me off.,0.986987948417664,9,0,0.3354699221747025,-0.0056881502357948
31630,5.18250436697268e+17,"Hi, I'm lost. Could you tell me where I could find self esteem?",0.986987948417664,9,0,0.3354699221747025,-0.0056881502357948
31631,4.36780693603889e+17,"My throat is swollen and I lost my voice, can't wait for da weekend!",0.986987948417664,9,0,0.3354699221747025,-0.0056881502357948
31632,1.01423775141433e+18,I think I’m lost in the back woods of Delaware.....,0.986987829208374,9,0,0.335444413364934,-0.0056882026902752
56235,8.44992425135366e+17,"Damn it, ii have the flu",0.986566841602325,10,0,0.25259873086185575,-0.005873485215998
56236,6.08003807390396e+17,I cannot watch 90210 anymore cause I'm depressed,0.986566841602325,10,0,0.25259873086185575,-0.005873485215998
56237,8.78387349666751e+17,@SCompton72 I'm missing TNCowboy today....,0.986566841602325,10,0,0.25259873086185575,-0.005873485215998
56238,4.09529435931808e+17,"I'm a lost soul, walking alone searching for my soulmate. http://t.co/wrEHqoVS1P",0.986566722393036,10,0,0.25257756053562563,-0.0058735376928676
56239,6.1965348930467e+17,I'm just trying to find somewhere to live,0.986566722393036,10,0,0.25257756053562563,-0.0058735376928676
56240,1.69964938507469e+17,I just broke my Give a fuck..,0.986566722393036,10,0,0.25257756053562563,-0.0058735376928676
56241,5.35303091735839e+16,Guys....I had cancer,0.986566722393036,10,0,0.25257756053562563,-0.0058735376928676
56242,2.94741976513929e+17,"@AlfredoFlores i just sneezed, and no one is here to bless me!",0.986566722393036,10,0,0.25257756053562563,-0.0058735376928676
56243,3.34764686065152e+17,"Needing some food.
#hungeremergency",0.986566722393036,10,0,0.25257756053562563,-0.0058735376928676
56244,7.27503832750674e+17,@MegsM__24 I'm lazy,0.986566722393036,10,0,0.25257756053562563,-0.0058735376928676
100001,3.1738925837151e+17,I got some bad road rage today #getoutofmyway,0.986008942127228,11,0,0.16854034668434897,-0.006119146418929
100002,1.43001410601107e+17,I'm still drunk.. oh.,0.986008942127228,11,0,0.16854034668434897,-0.006119146418929
100003,1.71372383750463e+17,Nd HONESTLY im highly irritated!.. So im cutting my phone off for a few,0.986008942127228,11,0,0.16854034668434897,-0.006119146418929
100004,1.1480852532961e+18,@___Mystical So...I died from a trap...,0.986008822917938,11,0,0.16852546132337684,-0.0061191989254913
100005,2.95397582996394e+17,Txt mee??... Call me??... Show some love.. ??.. Damn im a loner rite now,0.986008822917938,11,0,0.16852546132337684,-0.0061191989254913
100006,5.92365443245048e+17,@eloquentlee2 plus I'm by myself and overdue for a bathroom break two hours ago...,0.986008822917938,11,0,0.16852546132337684,-0.0061191989254913
100007,4.8199391742908e+17,@sandylackmann I'm in tears omg,0.986008822917938,11,0,0.16852546132337684,-0.0061191989254913
100008,1.24629699421934e+17,I just lost my Chipotle virginity. @travisrclark would be proud of me :),0.986008822917938,11,0,0.16852546132337684,-0.0061191989254913
100009,2.69461920464122e+17,@YoddaMane_Chuck i dnt understand how can you say im lost,0.986008822917938,11,0,0.16852546132337684,-0.0061191989254913
100010,3.38766098730213e+17,"For realz, text me cuz I'm stuck in a vehicle. Thx.",0.986008822917938,11,0,0.16852546132337684,-0.0061191989254913
158490,4.18546229908615e+17,I just got home &amp; nobody else is home so I'm locked outside.,0.985403835773468,12,0,0.10705819208512116,-0.0063857515273074
158491,6.08791958534894e+17,Someone come hangout with me because I have no friends. lol,0.985403835773468,12,0,0.10705819208512116,-0.0063857515273074
158492,4.37616478691799e+17,Fasting sucks. But i've lost 5 pounds so I'm impressed.,0.985403835773468,12,0,0.10705819208512116,-0.0063857515273074
158493,3.90786769882743e+17,I dont know what to do for the next 44 minutes.,0.985403835773468,12,0,0.10705819208512116,-0.0063857515273074
158494,2.13079312272867e+17,@bassplyer31 shatt the beep up fooo..im soo hungry,0.985403835773468,12,0,0.10705819208512116,-0.0063857515273074
158495,2.89526418197578e+17,I'm hungry but can't eat because I drink too much water,0.985403835773468,12,0,0.10705819208512116,-0.0063857515273074
158496,1.13457410569135e+18,@caitygottadonk That’s why I’m fat,0.985403716564178,12,0,0.10704852698018841,-0.0063858040661124
158497,7.74383029393449e+17,@navybirkner UR BURP AT THE END IM DYIN,0.985403716564178,12,0,0.10704852698018841,-0.0063858040661124
158498,7.2565668978183e+17,I FINISHED :-D,0.985403716564178,12,0,0.10704852698018841,-0.0063858040661124
158499,1.82170298521616e+17,@LisaLampanelli How you are going to call someone SSPIC??? I have lost all my respect to you...,0.985403716564178,12,0,0.10704852698018841,-0.0063858040661124
251189,3.32576002746237e+17,Need to do laundry but can't move,0.984575748443604,13,0,0.056802620819480024,-0.0067508657467209
251190,9.41715458067169e+16,I'm really trying to go somewhere.,0.984575748443604,13,0,0.056802620819480024,-0.0067508657467209
251191,9.61816884789199e+17,Lmaoo I lost my keys to my apartment and locked myself out 👌🏼,0.984575748443604,13,0,0.056802620819480024,-0.0067508657467209
251192,4.30403555074134e+17,@ROSEKIRCHNER1 I'm struggling. Bout to start the process of cleaning this house up.,0.984575748443604,13,0,0.056802620819480024,-0.0067508657467209
251193,4.6553571705018e+17,@erinedgar i'm not on live as i had gremlin issues! arg,0.984575748443604,13,0,0.056802620819480024,-0.0067508657467209
251194,9.87011505479651e+17,@_shortcakeee_ Im gone 😭🏃🏾‍♂️👋🏾,0.984575748443604,13,0,0.056802620819480024,-0.0067508657467209
251195,3.06980495248486e+17,#TweetYourFear I take a relapse back to square one with my depression and lose myself again.,0.984575748443604,13,0,0.056802620819480024,-0.0067508657467209
251196,4.06270884635099e+17,MY MOM BOUGHT ME TICKETS TO @DISNEYONICE IM LITERAALLY CRYING SOMEoNE HOLD ME OMFG #OMG THANK U @GOD &amp; @JeSUS http://t.co/8WhSlrC2DE,0.984575748443604,13,0,0.056802620819480024,-0.0067508657467209
251197,3.69688171216245e+17,@killa_kels  yeah it does.. I broke my screen so I'm going tomorrow for my upgrade 😒,0.984575748443604,13,0,0.056802620819480024,-0.0067508657467209
251198,2.86126960852206e+17,@AdamMichalzuk tried to call you. Phone is still dead :(,0.984575748443604,13,0,0.056802620819480024,-0.0067508657467209
398108,3.31478179783008e+17,@liz161991 im being a limon. Lol :p,0.983349323272705,14,0,0.021841588493145988,-0.0072921767557622
398109,5.76861461856854e+17,We are being held hostage... Send help.  #boomdizzle https://t.co/LyHGKOEz7F,0.983349323272705,14,0,0.021841588493145988,-0.0072921767557622
398110,3.02928201552916e+17,@PaigeBeavers23 @ericadanielle96 shoooot! I really wish I could care a little more so ppl won't think I'm heartless!😂😂 #ohwell,0.983349204063416,14,0,0.021839549295543097,-0.0072922294043362
398111,6.1357604331246e+17,Man.. I'm sad af,0.983349204063416,14,0,0.021839549295543097,-0.0072922294043362
398112,17062324265.0,@exquisitehunny Sry :/ Promise i will when i get a new phone on Tuesday cause i'm phoneless right now.,0.983349204063416,14,0,0.021839549295543097,-0.0072922294043362
398113,4.47960450206945e+17,@itssao I don't either...,0.983349204063416,14,0,0.021839549295543097,-0.0072922294043362
398114,8.90099797549515e+17,@Osvaldo_136 woah just got it im a dumbass,0.983349204063416,14,0,0.021839549295543097,-0.0072922294043362
398115,6.14658738595754e+17,@styles_e_yrrah I can't,0.983349204063416,14,0,0.021839549295543097,-0.0072922294043362
398116,8.02717419500425e+17,Im tryna run up check,0.983349204063416,14,0,0.021839549295543097,-0.0072922294043362
398117,2.51044414523326e+17,@Leahh_Nicolee Idk how to lol,0.983349204063416,14,0,0.021839549295543097,-0.0072922294043362
630958,2.03472458479714e+17,@Manny313 I guess i am not cool i dont get invited!! :(,0.981355726718903,15,0,0.004610099670147362,-0.0081735388509169
630959,1.0389670598357e+18,I’m sooo hungry but idk what to cook 😰,0.981355726718903,15,0,0.004610099670147362,-0.0081735388509169
630960,8.03079500246422e+17,"@AskEASupport currently can't connect to servers. Are they down ? I had just finished a game then I got disconnected, can't get back online https://t.co/BNmKvpUUW8",0.981355726718903,15,0,0.004610099670147362,-0.0081735388509169
630961,4.1282383476584e+17,@Jdelo0495 I need this,0.981355607509613,15,0,0.004609674418768708,-0.0081735916064453
630962,1.37231202938663e+17,@AustinChaseTurk That's what I'm doing.. I still have like 10 slides to go.. I really don't want to do this shit.,0.981355607509613,15,0,0.004609674418768708,-0.0081735916064453
630963,3.27647968507355e+17,And i did nothing so its not me..,0.981355607509613,15,0,0.004609674418768708,-0.0081735916064453
630964,8.05196979991179e+17,IM PINNING THAT FUBUKI DRAFT POST IM STILL THINKIN ABT IT BC ITS SO REAL,0.981355607509613,15,0,0.004609674418768708,-0.0081735916064453
630965,3.18284678882791e+17,I am an idiot. I stayed up watching Game of Thrones. I have to get up in 5 hours. genius of me. #HappyEaster,0.981355607509613,15,0,0.004609674418768708,-0.0081735916064453
630966,3.63074188312969e+17,@chaeronaea WHY DID I CLICK THIS LINK? WHAT IS WRONG WITH ME?!,0.981355607509613,15,0,0.004609674418768708,-0.0081735916064453
630967,9245173334.0,omg. its third period. and im bored. shocker.,0.981355607509613,15,0,0.004609674418768708,-0.0081735916064453
1000001,2.22251256373187e+17,@Slicck_Finessin I don't know ugh,0.977640926837921,16,0,0.00027788329874780333,-0.0098206259151214
1000002,9.46803465207955e+17,LOL I FELL ASLEEP ON THE COUCH AND MY MOM THOUGHT I SNUCK OUT https://t.co/T1ZLsanlgg,0.977640926837921,16,0,0.00027788329874780333,-0.0098206259151214
1000003,4.10219515893785e+17,It's been 2 months since I've been touched... 😔,0.977640926837921,16,0,0.00027788329874780333,-0.0098206259151214
1000004,1.13679489690218e+18,@monroy_nathan @meraz_marializ5 I been struggling to find another girl all day 😤,0.977640807628632,16,0,0.0002778588276191828,-0.0098206788711077
1000005,4.48303353957999e+17,"#OldshiitthebestshitNow I ain't sayin' she a gold digger (when I'm in need)
But she ain't messin' with… http://t.co/5XcKJ7cJxC",0.977640807628632,16,0,0.0002778588276191828,-0.0098206788711077
1000006,4.00644392064537e+17,I WANT TO PIERCE MY NOSE OK.,0.977640807628632,16,0,0.0002778588276191828,-0.0098206788711077
1000007,1.02957214665224e+18,@ygswhore I'm tryna hold hands tbh,0.977640807628632,16,0,0.0002778588276191828,-0.0098206788711077
1000008,7.64854187322728e+17,@_niaaaaaaaa I am dying like you do not understand my pain,0.977640807628632,16,0,0.0002778588276191828,-0.0098206788711077
1000009,3.27276428653629e+17,Pretty sure I have no friends... 😔,0.977640807628632,16,0,0.0002778588276191828,-0.0098206788711077
1000010,6.43535203344982e+17,@bkirkland88 IM THUG CRYIN https://t.co/5p3kkTNz8c,0.977640807628632,16,0,0.0002778588276191828,-0.0098206788711077
